c,l,node,Country_Full,agg,full_sub_same
13617,7,n1794,Philippines,Philippines,TRUE
13812,7,n1892,Taiwan,Taiwan,TRUE
13818,7,n1895,Taiwan,Taiwan,TRUE
13825,7,n18981898,Taiwan,Taiwan,TRUE
13849,7,n19101910,Taiwan,Taiwan,TRUE
13907,7,n1940,Cambodia,Cambodia,TRUE
13947,7,n1960,Thailand,Thailand,TRUE
13968,7,n19701970,Cambodia,Cambodia,TRUE
13972,7,n19721972,Cambodia,Cambodia,TRUE
14024,7,n19981998,Laos,Laos,TRUE
14029,7,n2001,Malaysia,Malaysia,TRUE
14709,7,n2343,SriLanka,SriLanka,TRUE
14736,7,n23562356,SriLanka,SriLanka,TRUE
14768,7,n23722372,SriLanka,SriLanka,TRUE
10096,6,n26,Slovenia,Slovenia,TRUE
10097,6,n2626,Slovenia,Slovenia,TRUE
10105,6,n3030,Slovenia,Slovenia,TRUE
10106,6,n31,BosniaandHerzegovina,Slovenia,FALSE
10124,6,n4040,France,France,TRUE
10152,6,n5555,Poland,Germany,FALSE
10176,6,n68,Serbia,Serbia,TRUE
10185,6,n7272,Serbia,Serbia,TRUE
10194,6,n7777,Serbia,Serbia,TRUE
10282,6,n122122,Poland,Poland,TRUE
10352,6,n157157,Romania,Romania,TRUE
10359,6,n161,Bulgaria,Bulgaria,TRUE
10643,6,n303,DominicanRepublic,DominicanRepublic,TRUE
10655,6,n309,Serbia,Serbia,TRUE
10676,6,n319319,Oman,Oman,TRUE
10684,6,n323323,Oman,UnitedArabEmirates,FALSE
10690,6,n326326,SaudiArabia,SaudiArabia,TRUE
10701,6,n332,SaudiArabia,SaudiArabia,TRUE
10742,6,n352352,Iran,Iran,TRUE
10770,6,n366366,Iran,Iran,TRUE
10799,6,n381,Jordan,Jordan,TRUE
10817,6,n390,Iran,Iran,TRUE
10892,6,n427427,Georgia,Georgia,TRUE
10942,6,n452452,Grenada,Grenada,TRUE
11013,6,n488,Namibia,Namibia,TRUE
11119,6,n541,Botswana,Botswana,TRUE
11227,6,n595,Tanzania,Tanzania,TRUE
11284,6,n623623,Tanzania,Tanzania,TRUE
11301,6,n632,Zambia,Zambia,TRUE
11305,6,n634,Zambia,Zambia,TRUE
11377,6,n670,Tanzania,Tanzania,TRUE
11396,6,n679679,Uganda,Uganda,TRUE
11412,6,n687687,Zambia,Zambia,TRUE
11440,6,n701701,Madagascar,Madagascar,TRUE
11474,6,n718718,Ethiopia,Ethiopia,TRUE
11475,6,n719,Ethiopia,Ethiopia,TRUE
11477,6,n720,Ethiopia,Ethiopia,TRUE
11509,6,n736,Kenya,Kenya,TRUE
11554,6,n758758,Morocco,Morocco,TRUE
11594,6,n778778,Cameroon,Cameroon,TRUE
11598,6,n780780,Gabon,Gabon,TRUE
11641,6,n802,USA,USA,TRUE
11648,6,n805805,USA,USA,TRUE
11683,6,n823,USA,USA,TRUE
11720,6,n841841,Peru,Peru,TRUE
11765,6,n864,Brazil,Brazil,TRUE
11778,6,n870870,Brazil,Brazil,TRUE
11784,6,n873873,Brazil,Brazil,TRUE
11798,6,n880880,Brazil,Brazil,TRUE
11857,6,n910,Cuba,Cuba,TRUE
11868,6,n915915,Cuba,Cuba,TRUE
11877,6,n920,Cuba,Cuba,TRUE
11907,6,n935,Cuba,Cuba,TRUE
11952,6,n957957,Mexico,Mexico,TRUE
12021,6,n992,USA,USA,TRUE
12046,6,n10041004,USA,USA,TRUE
12081,6,n10221022,USA,USA,TRUE
12093,6,n10281028,Egypt,Egypt,TRUE
12099,6,n10311031,Egypt,Egypt,TRUE
12147,6,n10551055,SouthAfrica,SouthAfrica,TRUE
12163,6,n10631063,SouthAfrica,SouthAfrica,TRUE
12185,6,n10741074,Zimbabwe,Zimbabwe,TRUE
12194,6,n1079,SouthAfrica,SouthAfrica,TRUE
12352,6,n11581158,India,India,TRUE
12445,6,n1205,Oman,Oman,TRUE
12455,6,n1210,India,India,TRUE
12551,6,n12581258,Afghanistan,Afghanistan,TRUE
12793,6,n1380,Canada,Canada,TRUE
12820,6,n13931393,Canada,Canada,TRUE
12873,6,n14201420,Russia,Russia,TRUE
12926,6,n1447,Canada,Greenland,FALSE
13018,6,n1493,SouthKorea,SouthKorea,TRUE
13072,6,n15201520,Nigeria,Nigeria,TRUE
13074,6,n15211521,Nigeria,Nigeria,TRUE
13095,6,n1532,Nigeria,Nigeria,TRUE
13111,6,n1540,Nigeria,Nigeria,TRUE
13124,6,n15461546,Chad,Chad,TRUE
13140,6,n15541554,CentralAfricanRepublic,CentralAfricanRepublic,TRUE
13154,6,n15611561,Nigeria,Nigeria,TRUE
13170,6,n15691569,Mauritania,Mauritania,TRUE
13204,6,n15861586,Liberia,Liberia,TRUE
13229,6,n1599,Senegal,Senegal,TRUE
13263,6,n16161616,BurkinaFaso,BurkinaFaso,TRUE
13273,6,n16211621,BurkinaFaso,BurkinaFaso,TRUE
13418,6,n1694,Philippines,Philippines,TRUE
13609,6,n1790,Philippines,Philippines,TRUE
13786,6,n1879,Taiwan,Taiwan,TRUE
13791,6,n18811881,Taiwan,Taiwan,TRUE
13813,6,n18921892,Taiwan,Taiwan,TRUE
13835,6,n19031903,Taiwan,Taiwan,TRUE
13999,6,n1986,Thailand,Thailand,TRUE
