node	Country_Full	agg
n19441944	Cambodia	Cambodia
n1970	Cambodia	Cambodia
n20062006	China	VietNam
n20082008	Thailand	Thailand
n2013	Myanmar	Myanmar
n23172317	Indonesia	Indonesia
n23532353	SriLanka	SriLanka
n28	Slovenia	Slovenia
n37	BosniaandHerzegovina	Slovenia
n9595	Serbia	Serbia
n197	Mongolia	Mongolia
n200	Russia	Russia
n234234	Iran	Iran
n270270	Azerbaijan	Azerbaijan
n274274	Tajikistan	Tajikistan
n290	Russia	Russia
n302302	DominicanRepublic	DominicanRepublic
n321	Oman	Oman
n396	Turkey	Turkey
n404	Turkey	Turkey
n408408	Turkey	Turkey
n439	Iraq	Iraq
n474	SouthAfrica	Zambia
n479479	SouthAfrica	SouthAfrica
n501	SouthAfrica	SouthAfrica
n512512	SouthAfrica	SouthAfrica
n563563	CentralAfricanRepublic	CentralAfricanRepublic
n566	CentralAfricanRepublic	CentralAfricanRepublic
n615615	Tanzania	Tanzania
n673673	Tanzania	Tanzania
n678678	Uganda	Uganda
n700700	Madagascar	Madagascar
n718	Ethiopia	Ethiopia
n755755	Spain	Spain
n791791	USA	USA
n798798	USA	USA
n818818	USA	USA
n863863	Brazil	Brazil
n879879	Brazil	Brazil
n929929	Cuba	Cuba
n934	Cuba	Cuba
n957	Mexico	Mexico
n963963	Mexico	Mexico
n997997	USA	USA
n1031	Egypt	Egypt
n1234	Bhutan	Bangladesh
n12381238	Bangladesh	Bangladesh
n1398	Canada	Canada
n1418	USA	USA
n14361436	Greenland	Greenland
n14921492	SouthKorea	SouthKorea
n1547	Chad	Chad
n1574	Mali	Mali
n1586	Liberia	Liberia
n1609	Mali	Mali
n1626	Nigeria	Nigeria
n16301630	Ghana	Ghana
n16411641	Guinea	Guinea
n18781878	Taiwan	Taiwan
n1898	Taiwan	Taiwan
n1903	Taiwan	Taiwan
n19391939	Cambodia	Cambodia
n19591959	Thailand	Thailand
n1968	Cambodia	Cambodia
n23222322	Indonesia	Indonesia
n2361	SriLanka	SriLanka
n23662366	SriLanka	SriLanka
n2378	India	India
n2828	Slovenia	Slovenia
n40	France	France
n8181	Poland	Poland
n8989	Serbia	BosniaandHerzegovina
n91	Montenegro	Montenegro
n105105	Romania	Ukraine
n112112	Hungary	Hungary
n125125	Romania	Hungary
n164164	Poland	Poland
n218218	Russia	Russia
n227	Russia	Russia
n229	China	Russia
n235	Iran	Iran
n256256	Russia	Russia
n260260	Russia	Russia
n330	SaudiArabia	SaudiArabia
n344	Iran	Iran
n366	Iran	Iran
n369369	Iran	Iran
n389389	Iran	Iran
n399399	Israel	Israel
n404404	Iran	Iran
n422	Georgia	Georgia
n425425	Georgia	Azerbaijan
n427	Georgia	Georgia
n432	Russia	Russia
n433433	Georgia	Georgia
n508508	SouthAfrica	SouthAfrica
n547	Zimbabwe	Zimbabwe
n567567	CentralAfricanRepublic	CentralAfricanRepublic
n569	CentralAfricanRepublic	CentralAfricanRepublic
n579579	CentralAfricanRepublic	CentralAfricanRepublic
n599	Tanzania	Tanzania
n618	Tanzania	Tanzania
n658	Tanzania	Tanzania
n662	Tanzania	Tanzania
n679	Uganda	Uganda
n687	Zambia	Zambia
n694694	Zambia	Zambia
n698	Madagascar	Madagascar
n714714	Ethiopia	Ethiopia
n732732	Tanzania	Kenya
n776776	Ghana	Ghana
n799	USA	USA
n805	USA	USA
n843	Peru	Peru
n867	Brazil	Brazil
n870	Brazil	Brazil
n880	Brazil	Brazil
n883883	Brazil	Brazil
n894894	Brazil	Brazil
n911911	Cuba	Cuba
n923923	Cuba	Cuba
n930	Cuba	Cuba
n934934	Cuba	Cuba
n941	Mexico	Mexico
n953	Mexico	Mexico
n998	USA	USA
n10001000	Mexico	Mexico
n1063	SouthAfrica	SouthAfrica
n11921192	India	India
n1258	Afghanistan	Afghanistan
n12651265	Afghanistan	Afghanistan
n1278	Nepal	Nepal
n13681368	Canada	Canada
n1372	Canada	Canada
n13741374	Canada	Canada
n13981398	Canada	Canada
n14291429	Svalbard	Svalbard
n14431443	Greenland	Greenland
n14521452	Russia	Russia
n14881488	SouthKorea	SouthKorea
n1491	SouthKorea	SouthKorea
n1539	Nigeria	Nigeria
n1569	Mauritania	Mauritania
n15711571	Mauritania	Mauritania
n16261626	Benin	Benin
n1680	Philippines	Philippines
n17301730	Philippines	Philippines
n17801780	Philippines	Philippines
n17891789	Philippines	Philippines
n1794	Philippines	Philippines
n1892	Taiwan	Taiwan
n1895	Taiwan	Taiwan
n18981898	Taiwan	Taiwan
n19101910	Taiwan	Taiwan
n1940	Cambodia	Cambodia
n1960	Thailand	Thailand
n19701970	Cambodia	Cambodia
n19721972	Cambodia	Cambodia
n19981998	Laos	Laos
n2001	Malaysia	Malaysia
n2343	SriLanka	SriLanka
n23562356	SriLanka	SriLanka
n23722372	SriLanka	SriLanka
n26	Slovenia	Slovenia
n2626	Slovenia	Slovenia
n3030	Slovenia	Slovenia
n31	BosniaandHerzegovina	Slovenia
n4040	France	France
n5555	Poland	Germany
n68	Serbia	Serbia
n7272	Serbia	Serbia
n7777	Serbia	Serbia
n122122	Poland	Poland
n157157	Romania	Romania
n161	Bulgaria	Bulgaria
n303	DominicanRepublic	DominicanRepublic
n309	Serbia	Serbia
n319319	Oman	Oman
n323323	Oman	UnitedArabEmirates
n326326	SaudiArabia	SaudiArabia
n332	SaudiArabia	SaudiArabia
n352352	Iran	Iran
n366366	Iran	Iran
n381	Jordan	Jordan
n390	Iran	Iran
n427427	Georgia	Georgia
n452452	Grenada	Grenada
n488	Namibia	Namibia
n541	Botswana	Botswana
n595	Tanzania	Tanzania
n623623	Tanzania	Tanzania
n632	Zambia	Zambia
n634	Zambia	Zambia
n670	Tanzania	Tanzania
n679679	Uganda	Uganda
n687687	Zambia	Zambia
n701701	Madagascar	Madagascar
n718718	Ethiopia	Ethiopia
n719	Ethiopia	Ethiopia
n720	Ethiopia	Ethiopia
n736	Kenya	Kenya
n758758	Morocco	Morocco
n778778	Cameroon	Cameroon
n780780	Gabon	Gabon
n802	USA	USA
n805805	USA	USA
n823	USA	USA
n841841	Peru	Peru
n864	Brazil	Brazil
n870870	Brazil	Brazil
n873873	Brazil	Brazil
n880880	Brazil	Brazil
n910	Cuba	Cuba
n915915	Cuba	Cuba
n920	Cuba	Cuba
n935	Cuba	Cuba
n957957	Mexico	Mexico
n992	USA	USA
n10041004	USA	USA
n10221022	USA	USA
n10281028	Egypt	Egypt
n10311031	Egypt	Egypt
n10551055	SouthAfrica	SouthAfrica
n10631063	SouthAfrica	SouthAfrica
n10741074	Zimbabwe	Zimbabwe
n1079	SouthAfrica	SouthAfrica
n11581158	India	India
n1205	Oman	Oman
n1210	India	India
n12581258	Afghanistan	Afghanistan
n1380	Canada	Canada
n13931393	Canada	Canada
n14201420	Russia	Russia
n1447	Canada	Greenland
n1493	SouthKorea	SouthKorea
n15201520	Nigeria	Nigeria
n15211521	Nigeria	Nigeria
n1532	Nigeria	Nigeria
n1540	Nigeria	Nigeria
n15461546	Chad	Chad
n15541554	CentralAfricanRepublic	CentralAfricanRepublic
n15611561	Nigeria	Nigeria
n15691569	Mauritania	Mauritania
n15861586	Liberia	Liberia
n1599	Senegal	Senegal
n16161616	BurkinaFaso	BurkinaFaso
n16211621	BurkinaFaso	BurkinaFaso
n1694	Philippines	Philippines
n1790	Philippines	Philippines
n1879	Taiwan	Taiwan
n18811881	Taiwan	Taiwan
n18921892	Taiwan	Taiwan
n19031903	Taiwan	Taiwan
n1986	Thailand	Thailand
n19881988	Cambodia	Cambodia
n20012001	Malaysia	Malaysia
n23192319	Indonesia	Indonesia
n2348	SriLanka	SriLanka
n2367	SriLanka	SriLanka
n48	Poland	Poland
n58	Poland	Poland
n73	Serbia	Serbia
n78	Serbia	Serbia
n7979	Hungary	Hungary
n8585	Croatia	Croatia
n123	Poland	Poland
n147	Lithuania	Lithuania
n158	Romania	Romania
n187187	Mongolia	Mongolia
n221221	Russia	Russia
n223223	Russia	Russia
n235235	Iran	Iran
n272272	Azerbaijan	Azerbaijan
n285285	Russia	Russia
n309309	Serbia	Serbia
n325	Oman	Oman
n330330	SaudiArabia	SaudiArabia
n342	Iran	Iran
n344344	Iran	Iran
n353	Iran	Iran
n359	Iran	Iran
n370	Iran	Iran
n376	Israel	Israel
n379	Israel	Israel
n412412	Turkey	Turkey
n416	Turkey	Turkey
n416416	Turkey	Turkey
n450450	Grenada	Grenada
n453	Grenada	Grenada
n464	Zambia	Zambia
n470470	Zambia	Zambia
n472472	Zambia	Zambia
n474474	Zambia	Zambia
n489489	Namibia	Namibia
n538	Zambia	Zambia
n549	SouthAfrica	SouthAfrica
n564	CentralAfricanRepublic	CentralAfricanRepublic
n570	CentralAfricanRepublic	CentralAfricanRepublic
n612	Tanzania	Tanzania
n613613	Tanzania	Tanzania
n629629	Uganda	Uganda
n638638	Zambia	Zambia
n640	Tanzania	Tanzania
n665	Kenya	Kenya
n669	Tanzania	Tanzania
n674	Tanzania	Tanzania
n683683	Zambia	Zambia
n688688	Zambia	Zambia
n698698	Madagascar	Madagascar
n716716	Ethiopia	Ethiopia
n727727	Ethiopia	Ethiopia
n744	Tunisia	Tunisia
n751	Tunisia	Tunisia
n759	Morocco	Morocco
n781	Gabon	Gabon
n793793	Canada	Canada
n806	USA	USA
n823823	USA	USA
n833	CzechRepublic	CzechRepublic
n835	India	Nepal
n843843	Brazil	Brazil
n856856	Brazil	Brazil
n864864	Brazil	Brazil
n867867	Brazil	Brazil
n874	Brazil	Brazil
n884	Brazil	Brazil
n895	Brazil	Brazil
n909909	Cuba	Cuba
n910910	Cuba	Cuba
n916	Cuba	Cuba
n924	Cuba	Cuba
n930930	Cuba	Cuba
n937	Colombia	Colombia
n941941	Mexico	Mexico
n953953	Mexico	Mexico
n958	Mexico	Mexico
n960960	Mexico	Mexico
n988	India	France
n10101010	USA	USA
n1018	USA	USA
n1075	Botswana	Botswana
n10811081	SouthAfrica	SouthAfrica
n1223	India	India
n1235	Bangladesh	Bangladesh
n12411241	Bhutan	Bhutan
n1249	Pakistan	Pakistan
n1251	Pakistan	Pakistan
n12531253	Afghanistan	Afghanistan
n13101310	Canada	Canada
n13241324	Canada	Canada
n1369	Canada	Canada
n14011401	USA	Canada
n1405	Canada	Canada
n1430	Svalbard	Svalbard
n1437	Greenland	Greenland
n14471447	Canada	Greenland
n1450	Greenland	Greenland
n1453	Russia	Russia
n14761476	SouthKorea	SouthKorea
n14861486	SouthKorea	SouthKorea
n1524	Nigeria	Nigeria
n15251525	Nigeria	Nigeria
n15281528	Nigeria	Nigeria
n1530	Nigeria	Nigeria
n1562	Nigeria	Nigeria
n1572	Mauritania	Mauritania
n15941594	Senegal	Senegal
n1597	Senegal	Senegal
n1601	Senegal	Senegal
n1627	Niger	Niger
n1882	Taiwan	Taiwan
n18821882	Taiwan	Taiwan
n1883	Taiwan	Taiwan
n18951895	Taiwan	Taiwan
n1905	Taiwan	Taiwan
n1911	Taiwan	Taiwan
n1918	Taiwan	Taiwan
n1930	Cambodia	Cambodia
n1931	Cambodia	Cambodia
n1953	Thailand	Thailand
n19561956	Thailand	Thailand
n1962	Cambodia	Cambodia
n19681968	Cambodia	Cambodia
n1981	Cambodia	Cambodia
n19821982	VietNam	Cambodia
n19861986	Thailand	Thailand
n1994	Thailand	Thailand
n2329	China	China
n2357	SriLanka	SriLanka
n23832383	India	India
n23972397	Nepal	Nepal
n2222	Italy	Slovenia
n3131	BosniaandHerzegovina	BosniaandHerzegovina
n4141	France	France
n56	Germany	Germany
n7373	Serbia	Serbia
n7575	Serbia	Serbia
n7878	Serbia	Serbia
n80	Hungary	Hungary
n86	Croatia	Croatia
n8787	BosniaandHerzegovina	BosniaandHerzegovina
n90	Serbia	Serbia
n107107	Hungary	Hungary
n108	Hungary	Hungary
n124124	Ukraine	Ukraine
n138138	Latvia	Latvia
n139	Latvia	Latvia
n144144	Estonia	Estonia
n149	Estonia	Estonia
n151	Ukraine	Ukraine
n159159	Romania	Romania
n167	Poland	Poland
n168168	Estonia	Estonia
n197197	Mongolia	Mongolia
n213	Russia	Russia
n215215	Russia	Russia
n223	Russia	Russia
n224	Mongolia	Mongolia
n227227	Russia	Russia
n236	Iran	Iran
n263263	Ukraine	Ukraine
n271	Azerbaijan	Azerbaijan
n273	Tajikistan	Tajikistan
n293	Romania	Romania
n331	Israel	Israel
n342342	Iran	Iran
n353353	Iran	Iran
n377	Israel	Israel
n379379	Israel	Israel
n387	Israel	Israel
n409	Turkey	Turkey
n410410	Turkey	Turkey
n418	Montenegro	Montenegro
n434	Georgia	Georgia
n445445	Iran	Iran
n452	Grenada	Grenada
n465	Zambia	Zambia
n475	Zambia	Zambia
n488488	Namibia	Namibia
n509	SouthAfrica	SouthAfrica
n511	SouthAfrica	SouthAfrica
n534534	SouthAfrica	SouthAfrica
n547547	Zimbabwe	Zimbabwe
n549549	Tanzania	Tanzania
n552552	Zimbabwe	Zimbabwe
n564564	CentralAfricanRepublic	CentralAfricanRepublic
n569569	CentralAfricanRepublic	CentralAfricanRepublic
n576	CentralAfricanRepublic	CentralAfricanRepublic
n599599	Tanzania	Tanzania
n614	Tanzania	Tanzania
n625625	Tanzania	Tanzania
n632632	Zambia	Zambia
n634634	Zambia	Zambia
n639	Zambia	Zambia
n640640	Tanzania	Tanzania
n665665	Kenya	Kenya
n674674	Tanzania	Tanzania
n684	Zambia	Zambia
n684684	Zambia	Zambia
n685685	Zambia	Zambia
n688	Zambia	Zambia
n695695	Zambia	Zambia
n701	Madagascar	Madagascar
n724724	Ethiopia	Ethiopia
n725	Ethiopia	Ethiopia
n728	Ethiopia	Ethiopia
n736736	Uganda	Uganda
n741741	Tunisia	Tunisia
n744744	Tunisia	Tunisia
n756	Spain	Spain
n767	Cameroon	Cameroon
n768	Cameroon	Cameroon
n782	Gabon	Gabon
n794	Canada	Canada
n802802	USA	USA
n806806	USA	USA
n815	USA	USA
n824	USA	USA
n825825	USA	USA
n844	Brazil	Brazil
n865	Brazil	Brazil
n868	Brazil	Brazil
n884884	Brazil	Brazil
n897897	Brazil	Brazil
n917917	Cuba	Cuba
n922	Cuba	Cuba
n931	Cuba	Cuba
n935935	Cuba	Cuba
n983983	Paraguay	Paraguay
n998998	USA	USA
n1001	Mexico	Mexico
n1011	USA	USA
n10191019	USA	USA
n1021	USA	USA
n1029	Egypt	Egypt
n1032	Egypt	Egypt
n10341034	Egypt	Egypt
n10561056	SouthAfrica	SouthAfrica
n1066	SouthAfrica	SouthAfrica
n10761076	Zimbabwe	Zimbabwe
n10771077	Zimbabwe	Zimbabwe
n10791079	SouthAfrica	SouthAfrica
n1193	India	India
n1230	UnitedKingdom	UnitedKingdom
n12401240	Bangladesh	Bangladesh
n1244	Afghanistan	Afghanistan
n1254	Afghanistan	Afghanistan
n1259	Afghanistan	Afghanistan
n12721272	Nepal	Nepal
n1274	Nepal	Nepal
n12811281	Iran	Iran
n1339	Canada	Canada
n1348	Canada	Greenland
n13751375	Canada	Canada
n1378	Canada	Canada
n13871387	Canada	Canada
n14081408	Canada	Canada
n1422	Greenland	Greenland
n14341434	Greenland	Greenland
n14451445	Greenland	Greenland
n1489	SouthKorea	SouthKorea
n1501	China	China
n1521	Nigeria	Nigeria
n1529	Nigeria	Nigeria
n15491549	Cameroon	Cameroon
n1557	Chad	Chad
n15621562	Nigeria	Nigeria
n1570	Mauritania	Mauritania
n1582	Liberia	Liberia
n15831583	Mali	Mali
n15991599	Senegal	Senegal
n1604	Senegal	Senegal
n1617	BurkinaFaso	BurkinaFaso
n16221622	BurkinaFaso	BurkinaFaso
n1763	Philippines	Philippines
n17941794	Philippines	Philippines
n18801880	Taiwan	Taiwan
n18941894	Taiwan	Taiwan
n1896	Taiwan	Taiwan
n1899	Taiwan	Taiwan
n1907	Taiwan	Taiwan
n1908	Taiwan	Taiwan
n19161916	Taiwan	Taiwan
n19311931	Cambodia	Cambodia
n1945	Cambodia	Cambodia
n1955	Thailand	Thailand
n19621962	Cambodia	Cambodia
n1971	Cambodia	Cambodia
n19731973	Cambodia	Cambodia
n19811981	Cambodia	Cambodia
n1989	Cambodia	Cambodia
n2004	Thailand	Thailand
n2012	Thailand	Thailand
n20132013	Myanmar	Myanmar
n21452145	China	China
n22682268	China	China
n22992299	China	China
n23232323	Indonesia	Indonesia
n23242324	Indonesia	Indonesia
n23322332	China	China
n2346	SriLanka	SriLanka
n23612361	SriLanka	SriLanka
n23672367	SriLanka	SriLanka
n23702370	SriLanka	SriLanka
n2373	SriLanka	SriLanka
n2374	SriLanka	SriLanka
n2391	India	India
n2398	Nepal	Nepal
n29	Croatia	Croatia
n32	BosniaandHerzegovina	BosniaandHerzegovina
n38	Ethiopia	Ethiopia
n4646	Poland	Poland
n53	Poland	Poland
n64	Bulgaria	Bulgaria
n6464	Serbia	Serbia
n6565	Serbia	Serbia
n69	Serbia	Serbia
n7474	Serbia	Serbia
n76	Hungary	Hungary
n8080	Hungary	Hungary
n82	Serbia	Serbia
n106	Croatia	Croatia
n108108	Romania	Hungary
n112	Ukraine	Hungary
n119119	Romania	Romania
n125	Ukraine	Ukraine
n141141	Estonia	Estonia
n142	Latvia	Latvia
n152	Latvia	Estonia
n154	Finland	Finland
n162	Ukraine	Ukraine
n163	Ukraine	Ukraine
n165165	Poland	Poland
n167167	Latvia	Latvia
n169	Estonia	Estonia
n200200	Russia	Russia
n201	Russia	Russia
n231	Russia	Russia
n236236	Iran	Iran
n238	Iran	Iran
n253	Russia	Russia
n264	Ukraine	Ukraine
n265265	Russia	Russia
n271271	Azerbaijan	Azerbaijan
n287	Romania	Romania
n292	Russia	Russia
n293293	Romania	Romania
n300	Romania	Romania
n300300	Romania	Romania
n301301	Romania	Romania
n310	Serbia	Serbia
n321321	Oman	Oman
n322322	Oman	Oman
n324	Oman	Oman
n325325	Oman	Oman
n332332	Jordan	Jordan
n333333	SaudiArabia	SaudiArabia
n334334	UnitedArabEmirates	UnitedArabEmirates
n343	Iran	Iran
n345	Iran	Iran
n349	Iran	Iran
n354	Iran	Iran
n359359	Iran	Iran
n364	Iran	Iran
n367	Iran	Iran
n368	Iran	Iran
n374374	Israel	Israel
n381381	Lebanon	Lebanon
n383	Israel	Israel
n385	Israel	Israel
n392392	Iran	Iran
n394	Iraq	Iraq
n398	Georgia	Georgia
n399	Iraq	Iraq
n400	Israel	Israel
n409409	Turkey	Turkey
n411	Turkey	Turkey
n413	Turkey	Turkey
n414414	Turkey	Turkey
n426	Azerbaijan	Georgia
n426426	Georgia	Georgia
n428428	Georgia	Georgia
n431431	Georgia	Georgia
n444444	Iraq	Iraq
n446	Iran	Iran
n464464	Zambia	Zambia
n465465	Zambia	Zambia
n466	Zambia	Zambia
n469	Zambia	Zambia
n471	Zambia	Zambia
n475475	Zambia	Zambia
n476476	Zambia	Zambia
n490	Namibia	Namibia
n539	Zimbabwe	Zimbabwe
n542542	Zambia	Zambia
n548548	Zimbabwe	Zimbabwe
n553	Zimbabwe	Zimbabwe
n553553	Zimbabwe	Zimbabwe
n559	Namibia	Namibia
n565	CentralAfricanRepublic	CentralAfricanRepublic
n566566	CentralAfricanRepublic	CentralAfricanRepublic
n568	CentralAfricanRepublic	CentralAfricanRepublic
n572	CentralAfricanRepublic	CentralAfricanRepublic
n572572	CentralAfricanRepublic	CentralAfricanRepublic
n573	CentralAfricanRepublic	CentralAfricanRepublic
n580	CentralAfricanRepublic	CentralAfricanRepublic
n610	Tanzania	Tanzania
n624	Tanzania	Tanzania
n624624	Tanzania	Tanzania
n626	Tanzania	Tanzania
n628628	Tanzania	Tanzania
n630630	Uganda	Uganda
n633	Zambia	Zambia
n635	Zambia	Zambia
n639639	Zambia	Zambia
n641	Tanzania	Tanzania
n671	Tanzania	Tanzania
n676676	Tanzania	Tanzania
n690	Zimbabwe	Zimbabwe
n691691	CentralAfricanRepublic	CentralAfricanRepublic
n702	Madagascar	Madagascar
n702702	Madagascar	Madagascar
n703703	Madagascar	Madagascar
n717	Ethiopia	Ethiopia
n721	Ethiopia	Ethiopia
n721721	Ethiopia	Ethiopia
n722722	Ethiopia	Ethiopia
n742	Tunisia	Tunisia
n759759	Morocco	Morocco
n767767	Cameroon	Cameroon
n768768	Cameroon	Cameroon
n769	Cameroon	Cameroon
n774	Cameroon	Cameroon
n774774	Cameroon	Cameroon
n778	Cameroon	Cameroon
n795795	Canada	Canada
n797	USA	USA
n812	USA	USA
n824824	USA	USA
n836	Mexico	Mexico
n853853	Brazil	Brazil
n855855	Brazil	Brazil
n857857	Brazil	Brazil
n858858	Brazil	Brazil
n871871	Brazil	Brazil
n873	Brazil	Brazil
n881	Brazil	Brazil
n882	Brazil	Brazil
n886	Brazil	Brazil
n888	Brazil	Brazil
n890890	Brazil	Brazil
n892892	Brazil	Brazil
n893893	Brazil	Brazil
n895895	Brazil	Brazil
n908908	Cuba	Cuba
n912	Cuba	Cuba
n913	Cuba	Cuba
n919	Cuba	Cuba
n920920	Cuba	Cuba
n921921	Cuba	Cuba
n922922	Cuba	Cuba
n924924	Cuba	Cuba
n926926	Cuba	Cuba
n931931	Cuba	Cuba
n933	Cuba	Cuba
n937937	Colombia	Colombia
n940	Cuba	Cuba
n942	Mexico	Mexico
n950	Mexico	Mexico
n958958	Mexico	Mexico
n961	Mexico	Mexico
n977977	Mexico	Mexico
n10011001	Mexico	Mexico
n1002	Mexico	Mexico
n10021002	Mexico	Mexico
n10061006	USA	USA
n1013	Mexico	Mexico
n1020	USA	USA
n10211021	USA	USA
n10241024	USA	USA
n1030	Egypt	Egypt
n10321032	Egypt	Egypt
n1036	Egypt	Egypt
n10371037	Egypt	Egypt
n10381038	Mexico	Mexico
n10491049	SouthAfrica	SouthAfrica
n1058	SouthAfrica	SouthAfrica
n1061	SouthAfrica	SouthAfrica
n1064	SouthAfrica	SouthAfrica
n1065	SouthAfrica	SouthAfrica
n1082	SouthAfrica	SouthAfrica
n12051205	Oman	Oman
n12511251	Pakistan	Pakistan
n1256	Afghanistan	Afghanistan
n12761276	Nepal	Nepal
n1279	Nepal	Nepal
n1280	Nepal	Nepal
n12801280	Nepal	Nepal
n1282	Iran	Iran
n13141314	Greenland	Greenland
n1345	Canada	Greenland
n13781378	Canada	Canada
n1381	Canada	Canada
n13821382	Canada	Canada
n1396	Canada	Canada
n13961396	Canada	Canada
n14071407	Canada	Canada
n1435	Greenland	Greenland
n14351435	Greenland	Greenland
n14371437	Greenland	Greenland
n1439	Greenland	Greenland
n1444	Greenland	Greenland
n1448	Greenland	Greenland
n14801480	SouthKorea	SouthKorea
n14851485	SouthKorea	SouthKorea
n14891489	SouthKorea	SouthKorea
n14931493	SouthKorea	SouthKorea
n1500	China	China
n1531	Nigeria	Nigeria
n15321532	Nigeria	Nigeria
n15331533	Chad	Chad
n15391539	Nigeria	Nigeria
n1541	Nigeria	Nigeria
n15471547	Chad	Chad
n15571557	Chad	Chad
n1558	Nigeria	Nigeria
n15601560	Nigeria	Nigeria
n15741574	Mali	Mali
n1576	Mali	Mali
n15821582	Liberia	Liberia
n1584	Mali	Mali
n1587	Liberia	Liberia
n1588	BurkinaFaso	BurkinaFaso
n1595	Senegal	Senegal
n15971597	Senegal	Senegal
n1602	Senegal	Senegal
n16091609	Mali	Mali
n1610	Mali	BurkinaFaso
n16111611	Mauritania	BurkinaFaso
n1618	Nigeria	BurkinaFaso
n16181618	BurkinaFaso	BurkinaFaso
n16901690	Philippines	Philippines
n1752	Philippines	Philippines
n18791879	Taiwan	Taiwan
n1885	Taiwan	Taiwan
n1893	Taiwan	Taiwan
n19081908	Taiwan	Taiwan
n1912	Taiwan	Taiwan
n19181918	Taiwan	Taiwan
n1920	Taiwan	Taiwan
n1933	Cambodia	Cambodia
n19351935	Cambodia	Cambodia
n1936	Cambodia	Cambodia
n19371937	Cambodia	Cambodia
n19411941	Cambodia	Cambodia
n19461946	Cambodia	Cambodia
n1947	Cambodia	Cambodia
n1954	Thailand	Thailand
n19551955	Thailand	Thailand
n1956	Thailand	Thailand
n1957	Thailand	Thailand
n1961	Thailand	Thailand
n1963	Cambodia	Cambodia
n19711971	Cambodia	Cambodia
n1974	VietNam	VietNam
n1984	VietNam	VietNam
n1987	Thailand	Thailand
n1991	Thailand	Thailand
n1993	Thailand	Thailand
n19941994	Laos	Laos
n1999	Laos	Laos
n2002	Malaysia	Malaysia
n20122012	Thailand	Thailand
n2319	Indonesia	Indonesia
n23212321	Indonesia	Indonesia
n2325	Indonesia	Indonesia
n2333	China	China
n2344	SriLanka	SriLanka
n23482348	SriLanka	SriLanka
n23502350	SriLanka	SriLanka
n2354	SriLanka	SriLanka
n23572357	SriLanka	SriLanka
n2359	SriLanka	SriLanka
n2362	SriLanka	SriLanka
n2365	SriLanka	SriLanka
n23692369	SriLanka	SriLanka
n2371	SriLanka	SriLanka
n23732373	SriLanka	SriLanka
n23742374	SriLanka	SriLanka
n23982398	Nepal	Nepal
n20	Slovenia	Slovenia
n21	Slovenia	Slovenia
n23	Slovenia	Slovenia
n2424	Italy	Italy
n3232	BosniaandHerzegovina	BosniaandHerzegovina
n3333	BosniaandHerzegovina	BosniaandHerzegovina
n34	BosniaandHerzegovina	BosniaandHerzegovina
n3434	BosniaandHerzegovina	BosniaandHerzegovina
n36	Croatia	Croatia
n43	Germany	Germany
n47	Poland	Poland
n4747	Poland	Poland
n4848	Poland	Poland
n49	Poland	Poland
n5151	Poland	Poland
n52	Poland	Poland
n5252	Poland	Poland
n5353	Poland	Poland
n54	Poland	Poland
n57	Germany	Germany
n5757	Poland	Poland
n5858	Poland	Poland
n65	Austria	Austria
n6666	Serbia	Serbia
n67	Bulgaria	Bulgaria
n6868	Serbia	Serbia
n7171	Hungary	Hungary
n72	Serbia	Serbia
n74	Serbia	Serbia
n79	Serbia	Serbia
n81	Hungary	Hungary
n8282	Serbia	Serbia
n8686	Croatia	Croatia
n87	Croatia	Croatia
n9292	Montenegro	Montenegro
n96	Serbia	Serbia
n9797	Macedonia	Macedonia
n9898	Serbia	Serbia
n106106	Ukraine	Ukraine
n109	Hungary	Hungary
n111	Hungary	Hungary
n116	Hungary	Hungary
n117117	Hungary	Hungary
n118	Hungary	Hungary
n118118	Hungary	Hungary
n119	Hungary	Hungary
n123123	Hungary	Hungary
n127	Romania	Romania
n133	Latvia	Latvia
n135	Latvia	Latvia
n141	Estonia	Estonia
n142142	Latvia	Latvia
n145145	Lithuania	Lithuania
n147147	Lithuania	Lithuania
n148	Lithuania	Lithuania
n148148	Latvia	Latvia
n154154	Ukraine	Ukraine
n158158	Romania	Romania
n159	Romania	Romania
n160	Romania	Romania
n160160	Romania	Romania
n161161	Bulgaria	Bulgaria
n162162	Ukraine	Ukraine
n163163	Ukraine	Ukraine
n166	Poland	Poland
n169169	Estonia	Estonia
n184184	Mongolia	Mongolia
n188	Mongolia	Mongolia
n188188	Mongolia	Mongolia
n192	Mongolia	Mongolia
n192192	Mongolia	Mongolia
n206	Mongolia	Mongolia
n230230	China	China
n231231	Russia	Russia
n237	Iran	Iran
n237237	Iran	Iran
n238238	Iran	Iran
n248248	Ukraine	Ukraine
n249	Ukraine	Ukraine
n265	Ukraine	Ukraine
n272	Azerbaijan	Azerbaijan
n274	Tajikistan	Tajikistan
n281	Russia	Russia
n291291	Russia	Russia
n294	Bulgaria	Bulgaria
n299	Hungary	Hungary
n301	Romania	Romania
n302	Romania	Romania
n303303	DominicanRepublic	DominicanRepublic
n304	DominicanRepublic	DominicanRepublic
n310310	Serbia	Serbia
n319	Oman	Oman
n322	Oman	Oman
n323	Oman	Oman
n324324	Oman	Oman
n326	UnitedArabEmirates	UnitedArabEmirates
