c,l,node,Country_Full,Country_Sub1,Country_Sub2,Country_Sub3,Country_Sub4,Country_Sub5
10890,3,n426426,Georgia,Georgia,Georgia,NA,NA,Georgia
10894,3,n428428,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10900,3,n431431,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia
10923,3,n443,Iran,NA,NA,NA,NA,NA
10926,3,n444444,Iraq,Iraq,Iraq,Iraq,NA,Iraq
10929,3,n446,Iran,Iran,Iran,Iran,Iran,Iran
10966,3,n464464,Zambia,NA,NA,Zambia,Zambia,NA
10968,3,n465465,Zambia,Zambia,Zambia,Zambia,Zambia,NA
10969,3,n466,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
10975,3,n469,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
10979,3,n471,Zambia,Zambia,NA,Zambia,NA,NA
10988,3,n475475,Zambia,Zambia,NA,Zambia,NA,NA
10990,3,n476476,Zambia,NA,Zambia,NA,NA,Zambia
10998,3,n480480,SouthAfrica,NA,NA,NA,NA,NA
11000,3,n481481,SouthAfrica,NA,NA,NA,NA,NA
11005,3,n484,SouthAfrica,NA,NA,NA,NA,NA
11017,3,n490,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11032,3,n497497,SouthAfrica,NA,NA,NA,NA,NA
11041,3,n502,SouthAfrica,NA,NA,NA,NA,NA
11047,3,n505,SouthAfrica,NA,NA,NA,NA,NA
11049,3,n506,SouthAfrica,NA,NA,NA,NA,NA
11056,3,n509509,SouthAfrica,NA,NA,NA,NA,NA
11060,3,n511511,SouthAfrica,NA,NA,NA,NA,NA
11064,3,n513513,SouthAfrica,NA,NA,NA,NA,NA
11066,3,n514514,SouthAfrica,NA,NA,NA,NA,NA
11080,3,n521521,SouthAfrica,NA,NA,NA,NA,NA
11083,3,n523,SouthAfrica,NA,NA,NA,NA,NA
11101,3,n532,SouthAfrica,NA,NA,NA,NA,NA
11105,3,n534,SouthAfrica,NA,NA,NA,NA,NA
11115,3,n539,Zimbabwe,Zimbabwe,Zimbabwe,NA,Zimbabwe,Zimbabwe
11120,3,n541541,Zimbabwe,NA,NA,NA,NA,NA
11122,3,n542542,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
11134,3,n548548,Zimbabwe,NA,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11143,3,n553,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11144,3,n553553,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11146,3,n554554,Zimbabwe,NA,NA,NA,NA,NA
11150,3,n556556,Zimbabwe,NA,NA,NA,NA,NA
11155,3,n559,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11167,3,n565,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11170,3,n566566,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,NA,CentralAfricanRepublic
11173,3,n568,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11180,3,n571571,CentralAfricanRepublic,NA,NA,NA,NA,NA
11181,3,n572,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA,NA
11182,3,n572572,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11183,3,n573,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,CentralAfricanRepublic,CentralAfricanRepublic
11197,3,n580,CentralAfricanRepublic,CentralAfricanRepublic,NA,NA,CentralAfricanRepublic,CentralAfricanRepublic
11221,3,n592,Tanzania,NA,NA,NA,NA,NA
11223,3,n593,Tanzania,NA,NA,NA,NA,NA
11228,3,n595595,Tanzania,NA,NA,NA,NA,NA
11230,3,n596596,Tanzania,NA,NA,NA,NA,NA
11237,3,n600,Tanzania,NA,NA,NA,NA,NA
11239,3,n601,Tanzania,NA,NA,NA,NA,NA
11249,3,n606,Tanzania,NA,NA,NA,NA,NA
11257,3,n610,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,NA
11262,3,n612612,Tanzania,NA,NA,NA,NA,NA
11266,3,n614614,Tanzania,NA,NA,NA,NA,NA
11285,3,n624,Tanzania,Tanzania,NA,NA,NA,NA
11286,3,n624624,Tanzania,Tanzania,NA,NA,NA,NA
11289,3,n626,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11294,3,n628628,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11298,3,n630630,Uganda,Uganda,Uganda,Uganda,Uganda,Uganda
11303,3,n633,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
11307,3,n635,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
11316,3,n639639,Zambia,Zambia,Zambia,NA,NA,NA
11319,3,n641,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11351,3,n657,Tanzania,NA,NA,NA,NA,NA
11371,3,n667,Kenya,NA,NA,NA,NA,NA
11373,3,n668,Tanzania,NA,NA,NA,NA,NA
11379,3,n671,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11380,3,n671671,Tanzania,NA,NA,NA,NA,NA
11387,3,n675,Tanzania,NA,NA,NA,NA,NA
11388,3,n675675,Tanzania,NA,NA,NA,NA,NA
11390,3,n676676,Tanzania,NA,NA,Tanzania,NA,Tanzania
11407,3,n685,Zambia,NA,NA,NA,NA,NA
11409,3,n686,Zambia,NA,NA,NA,NA,NA
11417,3,n690,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe
11420,3,n691691,CentralAfricanRepublic,CentralAfricanRepublic,NA,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11435,3,n699,Madagascar,NA,NA,NA,NA,NA
11441,3,n702,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar
11442,3,n702702,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar
11444,3,n703703,Madagascar,Madagascar,Madagascar,NA,Madagascar,Madagascar
11471,3,n717,Ethiopia,Ethiopia,NA,NA,NA,Ethiopia
11479,3,n721,Ethiopia,NA,NA,Ethiopia,Ethiopia,Ethiopia
11480,3,n721721,Ethiopia,Ethiopia,NA,NA,Ethiopia,NA
11482,3,n722722,Ethiopia,NA,NA,NA,Ethiopia,NA
11488,3,n725725,Ethiopia,NA,NA,NA,NA,NA
11504,3,n733733,Tanzania,NA,NA,NA,NA,NA
11521,3,n742,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia
11523,3,n743,Tunisia,NA,NA,NA,NA,NA
11528,3,n745745,USA,NA,NA,NA,NA,NA
11551,3,n757,Morocco,NA,NA,NA,NA,NA
11556,3,n759759,Morocco,Morocco,Morocco,Morocco,Morocco,Morocco
11572,3,n767767,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11574,3,n768768,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11575,3,n769,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11585,3,n774,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11586,3,n774774,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11593,3,n778,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
11606,3,n784784,Russia,NA,NA,NA,NA,NA
11622,3,n792792,USA,NA,NA,NA,NA,NA
11628,3,n795795,Canada,Canada,Canada,Canada,Canada,Canada
11631,3,n797,USA,USA,USA,USA,NA,USA
11643,3,n803,USA,NA,NA,NA,NA,NA
11661,3,n812,USA,NA,USA,USA,USA,USA
11663,3,n813,USA,NA,NA,NA,NA,NA
11665,3,n814,USA,NA,NA,NA,NA,NA
11668,3,n815815,USA,NA,NA,NA,NA,NA
11670,3,n816816,USA,NA,NA,NA,NA,NA
11677,3,n820,USA,NA,NA,NA,NA,NA
11686,3,n824824,USA,USA,USA,USA,USA,USA
11709,3,n836,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
11744,3,n853853,Brazil,Brazil,NA,Brazil,NA,NA
11748,3,n855855,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11752,3,n857857,Brazil,NA,Brazil,Brazil,Brazil,Brazil
11754,3,n858858,Brazil,NA,Brazil,NA,NA,NA
11761,3,n862,Brazil,NA,NA,NA,NA,NA
11780,3,n871871,Brazil,NA,NA,Brazil,Brazil,NA
11783,3,n873,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11799,3,n881,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11801,3,n882,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11809,3,n886,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11813,3,n888,Brazil,NA,Brazil,Brazil,Brazil,Brazil
11818,3,n890890,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11822,3,n892892,Brazil,Brazil,NA,Brazil,NA,Brazil
11824,3,n893893,Brazil,Brazil,NA,Brazil,Brazil,Brazil
11828,3,n895895,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11854,3,n908908,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11861,3,n912,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11863,3,n913,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11870,3,n916916,Cuba,NA,NA,NA,NA,NA
11875,3,n919,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11878,3,n920920,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11880,3,n921921,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11882,3,n922922,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11886,3,n924924,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11890,3,n926926,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11892,3,n927927,Cuba,NA,NA,NA,NA,NA
11900,3,n931931,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11903,3,n933,Cuba,Cuba,Cuba,Cuba,Cuba,Cuba
11912,3,n937937,Colombia,Colombia,Colombia,Colombia,NA,Colombia
11915,3,n939,Colombia,NA,NA,NA,NA,NA
11917,3,n940,Cuba,Cuba,Cuba,Cuba,NA,NA
11921,3,n942,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
11937,3,n950,Mexico,NA,Mexico,Mexico,Mexico,NA
11954,3,n958958,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
11959,3,n961,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
11985,3,n974,USA,NA,NA,NA,NA,NA
11989,3,n976,USA,NA,NA,NA,NA,NA
11992,3,n977977,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12014,3,n988988,India,NA,NA,NA,NA,NA
12016,3,n989989,Nigeria,NA,NA,NA,NA,NA
12023,3,n993,India,NA,NA,NA,NA,NA
12036,3,n999999,France,NA,NA,NA,NA,NA
12040,3,n10011001,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12041,3,n1002,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12042,3,n10021002,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12047,3,n1005,USA,NA,NA,NA,NA,NA
12050,3,n10061006,USA,USA,NA,NA,USA,NA
12055,3,n1009,USA,NA,NA,NA,NA,NA
12062,3,n1013,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12074,3,n1019,USA,NA,NA,NA,NA,NA
12076,3,n1020,USA,USA,USA,USA,USA,USA
12079,3,n10211021,USA,USA,USA,USA,USA,USA
12083,3,n10231023,USA,NA,NA,NA,NA,NA
12085,3,n10241024,USA,USA,USA,USA,USA,USA
12096,3,n1030,Egypt,Egypt,Egypt,NA,NA,NA
12101,3,n10321032,Egypt,Egypt,Egypt,Egypt,Egypt,NA
12108,3,n1036,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt
12111,3,n10371037,Egypt,Egypt,Egypt,Egypt,NA,Egypt
12113,3,n10381038,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
12127,3,n10451045,SouthAfrica,NA,NA,NA,NA,NA
12135,3,n10491049,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12137,3,n10501050,SouthAfrica,NA,NA,NA,NA,NA
12152,3,n1058,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12154,3,n1059,SouthAfrica,NA,NA,NA,NA,NA
12158,3,n1061,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12164,3,n1064,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12166,3,n1065,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12176,3,n1070,SouthAfrica,NA,NA,NA,NA,NA
12177,3,n10701070,SouthAfrica,NA,NA,NA,NA,NA
12196,3,n1080,SouthAfrica,NA,NA,NA,NA,NA
12200,3,n1082,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,NA
12233,3,n10981098,India,NA,NA,NA,NA,NA
12259,3,n1112,India,NA,NA,NA,NA,NA
12265,3,n1115,India,NA,NA,NA,NA,NA
12275,3,n1120,India,NA,NA,NA,NA,NA
12280,3,n11221122,India,NA,NA,NA,NA,NA
12291,3,n1128,India,NA,NA,NA,NA,NA
12295,3,n1130,India,NA,NA,NA,NA,NA
12297,3,n1131,India,NA,NA,NA,NA,NA
12303,3,n1134,India,NA,NA,NA,NA,NA
12317,3,n1141,India,NA,NA,NA,NA,NA
12318,3,n11411141,India,NA,NA,NA,NA,NA
12322,3,n11431143,India,NA,NA,NA,NA,NA
12354,3,n11591159,India,NA,NA,NA,NA,NA
12363,3,n1164,India,NA,NA,NA,NA,NA
12391,3,n1178,India,NA,NA,NA,NA,NA
12393,3,n1179,India,NA,NA,NA,NA,NA
12395,3,n1180,India,NA,NA,NA,NA,NA
12398,3,n11811181,India,NA,NA,NA,NA,NA
12404,3,n11841184,India,NA,NA,NA,NA,NA
12426,3,n11951195,India,NA,NA,NA,NA,NA
12428,3,n11961196,India,NA,NA,NA,NA,NA
12446,3,n12051205,Oman,NA,NA,NA,Oman,NA
12447,3,n1206,India,NA,NA,NA,NA,NA
12457,3,n1211,India,NA,NA,NA,NA,NA
12461,3,n12131213,India,NA,NA,NA,NA,NA
12462,3,n1214,India,NA,NA,NA,NA,NA
12468,3,n1217,India,NA,NA,NA,NA,NA
12472,3,n1219,Pakistan,NA,NA,NA,NA,NA
12479,3,n12221222,India,NA,NA,NA,NA,NA
12481,3,n12231223,India,NA,NA,NA,NA,NA
12492,3,n1229,India,NA,NA,NA,NA,NA
12505,3,n12351235,Bangladesh,NA,NA,NA,NA,NA
12537,3,n12511251,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan,Pakistan
12544,3,n1255,Afghanistan,NA,NA,NA,NA,NA
12546,3,n1256,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan
12571,3,n12681268,Pakistan,NA,NA,NA,NA,NA
12587,3,n12761276,Nepal,Nepal,Nepal,Nepal,Nepal,Nepal
12592,3,n1279,Nepal,Nepal,Nepal,Nepal,Nepal,Nepal
12594,3,n1280,Nepal,Nepal,Nepal,Nepal,Nepal,Nepal
12595,3,n12801280,Nepal,Nepal,Nepal,Nepal,Nepal,Nepal
12598,3,n1282,Iran,Iran,Iran,Iran,Iran,Iran
12628,3,n1297,Canada,NA,NA,NA,NA,NA
12629,3,n12971297,Canada,NA,NA,NA,NA,NA
12636,3,n1301,Canada,NA,NA,NA,NA,NA
12638,3,n1302,Canada,NA,NA,NA,NA,NA
12640,3,n1303,Canada,NA,NA,NA,NA,NA
12648,3,n1307,Canada,NA,NA,NA,NA,NA
12652,3,n1309,Canada,NA,NA,NA,NA,NA
12653,3,n13091309,Canada,NA,NA,NA,NA,NA
12657,3,n13111311,Canada,NA,NA,NA,NA,NA
12658,3,n1312,Canada,NA,NA,NA,NA,NA
12660,3,n13131313,Canada,NA,NA,NA,NA,NA
12662,3,n13141314,Greenland,NA,NA,Greenland,Greenland,Greenland
12668,3,n13171317,Canada,NA,NA,NA,NA,NA
12674,3,n13201320,Canada,NA,NA,NA,NA,NA
12698,3,n13321332,USA,NA,NA,NA,NA,NA
12699,3,n1333,USA,NA,NA,NA,NA,NA
12712,3,n13391339,Canada,NA,NA,NA,NA,NA
12718,3,n13421342,Canada,NA,NA,NA,NA,NA
12722,3,n13441344,Canada,NA,NA,NA,NA,NA
12723,3,n1345,Canada,Canada,Greenland,Greenland,Greenland,Greenland
12765,3,n1366,Canada,NA,NA,NA,NA,NA
12767,3,n1367,Canada,NA,NA,NA,NA,NA
12772,3,n13691369,Canada,NA,NA,NA,NA,NA
12778,3,n13721372,Canada,NA,NA,NA,NA,NA
12785,3,n1376,Canada,NA,NA,NA,NA,NA
12787,3,n1377,Canada,NA,NA,NA,NA,NA
12790,3,n13781378,Canada,Canada,Canada,Canada,Canada,Canada
12795,3,n1381,Canada,Canada,Canada,Canada,Canada,Canada
12798,3,n13821382,Canada,Canada,Canada,Canada,Canada,Canada
12806,3,n13861386,USA,NA,NA,NA,NA,NA
12809,3,n1388,Canada,NA,NA,NA,NA,NA
12822,3,n13941394,Canada,NA,NA,NA,NA,NA
12825,3,n1396,Canada,Canada,Canada,Canada,Canada,Canada
12826,3,n13961396,Canada,Canada,Canada,Canada,Canada,Canada
12832,3,n13991399,Canada,NA,NA,NA,NA,NA
12847,3,n1407,USA,NA,NA,NA,NA,NA
12848,3,n14071407,Canada,Canada,Canada,Canada,Canada,Canada
12854,3,n14101410,Canada,NA,NA,NA,NA,NA
12860,3,n14131413,USA,NA,NA,NA,NA,NA
12861,3,n14141414,USA,NA,NA,NA,NA,NA
12877,3,n14221422,Greenland,NA,NA,NA,NA,NA
12887,3,n14271427,Canada,NA,NA,NA,NA,NA
12888,3,n1428,Canada,NA,NA,NA,NA,NA
12894,3,n1431,Russia,NA,NA,NA,NA,NA
12896,3,n1432,USA,NA,NA,NA,NA,NA
12902,3,n1435,Greenland,Greenland,Greenland,Greenland,NA,Greenland
12903,3,n14351435,Greenland,Greenland,Greenland,Greenland,Greenland,Greenland
12907,3,n14371437,Greenland,Greenland,NA,Greenland,Greenland,Greenland
12910,3,n1439,Greenland,Greenland,Greenland,NA,Greenland,NA
12911,3,n14391439,Canada,NA,NA,NA,NA,NA
12920,3,n1444,Greenland,Greenland,Greenland,Greenland,Greenland,Greenland
12928,3,n1448,Greenland,Greenland,NA,Greenland,Greenland,Greenland
12941,3,n14541454,Russia,NA,NA,NA,NA,NA
12950,3,n1459,USA,NA,NA,NA,NA,NA
12953,3,n14601460,Canada,NA,NA,NA,NA,NA
12982,3,n1475,SouthKorea,NA,NA,NA,NA,NA
12993,3,n14801480,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea
13003,3,n14851485,SouthKorea,SouthKorea,NA,SouthKorea,SouthKorea,NA
13011,3,n14891489,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea
13019,3,n14931493,SouthKorea,NA,SouthKorea,NA,NA,NA
13028,3,n1498,China,NA,NA,NA,NA,NA
13032,3,n1500,China,China,China,China,China,China
13042,3,n1505,China,NA,NA,NA,NA,NA
13045,3,n15061506,China,NA,NA,NA,NA,NA
13093,3,n1531,Nigeria,NA,NA,NA,NA,Nigeria
13096,3,n15321532,Nigeria,NA,Nigeria,Nigeria,NA,Nigeria
13098,3,n15331533,Chad,NA,NA,Chad,NA,Chad
13110,3,n15391539,Nigeria,NA,Nigeria,NA,NA,NA
13113,3,n1541,Nigeria,NA,NA,Nigeria,NA,Nigeria
13126,3,n15471547,Chad,Chad,Chad,Chad,Chad,Chad
13146,3,n15571557,Chad,Chad,Chad,Chad,NA,NA
13147,3,n1558,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria,Nigeria
13152,3,n15601560,Nigeria,NA,NA,Nigeria,NA,NA
13180,3,n15741574,Mali,Mali,Mali,Mali,Mali,NA
13183,3,n1576,Mali,Mali,Mali,Mali,Mali,Mali
13196,3,n15821582,Liberia,Liberia,Liberia,Liberia,Liberia,Liberia
13199,3,n1584,Mali,Mali,Mali,Mali,Mali,Mali
13205,3,n1587,Liberia,Liberia,Liberia,Liberia,Liberia,Liberia
13207,3,n1588,BurkinaFaso,NA,BurkinaFaso,NA,NA,NA
13221,3,n1595,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal
13226,3,n15971597,Senegal,Senegal,NA,Senegal,Senegal,Senegal
13235,3,n1602,Senegal,NA,NA,NA,Senegal,Senegal
13241,3,n1605,Senegal,NA,NA,NA,NA,NA
13250,3,n16091609,Mali,Mali,Mali,Mali,Mali,Mali
13251,3,n1610,Mali,NA,BurkinaFaso,BurkinaFaso,NA,BurkinaFaso
13254,3,n16111611,Mauritania,Mauritania,NA,NA,NA,BurkinaFaso
13266,3,n1618,Nigeria,NA,NA,BurkinaFaso,BurkinaFaso,Nigeria
13267,3,n16181618,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso
13276,3,n1623,BurkinaFaso,NA,NA,NA,NA,NA
13316,3,n1643,Guinea,NA,NA,NA,NA,NA
13349,3,n16591659,Philippines,NA,NA,NA,NA,NA
13352,3,n1661,Philippines,NA,NA,NA,NA,NA
13365,3,n16671667,Philippines,NA,NA,NA,NA,NA
13368,3,n1669,Philippines,NA,NA,NA,NA,NA
13369,3,n16691669,Philippines,NA,NA,NA,NA,NA
13370,3,n1670,Philippines,NA,NA,NA,NA,NA
13375,3,n16721672,Philippines,NA,NA,NA,NA,NA
13385,3,n16771677,Philippines,NA,NA,NA,NA,NA
13386,3,n1678,Philippines,NA,NA,NA,NA,NA
13392,3,n1681,Philippines,NA,NA,NA,NA,NA
13395,3,n16821682,Philippines,NA,NA,NA,NA,NA
13397,3,n16831683,Philippines,NA,NA,NA,NA,NA
13407,3,n16881688,Philippines,NA,NA,NA,NA,NA
13409,3,n16891689,Philippines,NA,NA,NA,NA,NA
13411,3,n16901690,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13421,3,n16951695,Philippines,NA,NA,NA,NA,NA
13429,3,n16991699,Philippines,NA,NA,NA,NA,NA
13438,3,n1704,Philippines,NA,NA,NA,NA,NA
13439,3,n17041704,Philippines,NA,NA,NA,NA,NA
13440,3,n1705,Philippines,NA,NA,NA,NA,NA
13445,3,n17071707,Philippines,NA,NA,NA,NA,NA
13450,3,n1710,Philippines,NA,NA,NA,NA,NA
13456,3,n1713,Thailand,NA,NA,NA,NA,NA
13463,3,n17161716,Philippines,NA,NA,NA,NA,NA
13477,3,n1724,Philippines,NA,NA,NA,NA,NA
13482,3,n17261726,Philippines,NA,NA,NA,NA,NA
13502,3,n17361736,Philippines,NA,NA,NA,NA,NA
13521,3,n1746,Philippines,NA,NA,NA,NA,NA
13527,3,n1749,Philippines,NA,NA,NA,NA,NA
13531,3,n1751,Philippines,NA,NA,NA,NA,NA
13533,3,n1752,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13544,3,n17571757,Philippines,NA,NA,NA,NA,NA
13554,3,n17621762,Philippines,NA,NA,NA,NA,NA
13557,3,n1764,Philippines,NA,NA,NA,NA,NA
13568,3,n17691769,Philippines,NA,NA,NA,NA,NA
13579,3,n1775,Philippines,NA,NA,NA,NA,NA
13588,3,n17791779,Philippines,NA,NA,NA,NA,NA
13595,3,n1783,Philippines,NA,NA,NA,NA,NA
13606,3,n17881788,Philippines,NA,NA,NA,NA,NA
13610,3,n17901790,Philippines,NA,NA,NA,NA,NA
13612,3,n17911791,Philippines,NA,NA,NA,NA,NA
13620,3,n17951795,Philippines,NA,NA,NA,NA,NA
13622,3,n17961796,Philippines,NA,NA,NA,NA,NA
13637,3,n1804,China,NA,NA,NA,NA,NA
13641,3,n1806,China,NA,NA,NA,NA,NA
13647,3,n1809,China,NA,NA,NA,NA,NA
13663,3,n1817,China,NA,NA,NA,NA,NA
13664,3,n18171817,China,NA,NA,NA,NA,NA
13675,3,n18231823,China,NA,NA,NA,NA,NA
13678,3,n1825,China,NA,NA,NA,NA,NA
13688,3,n1830,China,NA,NA,NA,NA,NA
13698,3,n1835,China,NA,NA,NA,NA,NA
13699,3,n18351835,China,NA,NA,NA,NA,NA
13705,3,n18381838,China,NA,NA,NA,NA,NA
13709,3,n18401840,China,NA,NA,NA,NA,NA
13711,3,n18411841,China,NA,NA,NA,NA,NA
13719,3,n18451845,China,NA,NA,NA,NA,NA
13729,3,n18501850,China,NA,NA,NA,NA,NA
13735,3,n18531853,China,NA,NA,NA,NA,NA
13740,3,n1856,China,NA,NA,NA,NA,NA
13750,3,n1861,China,NA,NA,NA,NA,NA
13754,3,n1863,China,NA,NA,NA,NA,NA
13756,3,n1864,China,NA,NA,NA,NA,NA
13758,3,n1865,China,NA,NA,NA,NA,NA
13763,3,n18671867,China,NA,NA,NA,NA,NA
13770,3,n1871,China,NA,NA,NA,NA,NA
13787,3,n18791879,Taiwan,NA,NA,Taiwan,NA,Taiwan
13798,3,n1885,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13803,3,n18871887,Taiwan,NA,NA,NA,NA,NA
13814,3,n1893,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,NA
13845,3,n19081908,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13852,3,n1912,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13865,3,n19181918,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13867,3,n1920,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13891,3,n1932,Cambodia,NA,NA,NA,NA,NA
13893,3,n1933,Cambodia,NA,Cambodia,NA,NA,NA
13898,3,n19351935,Cambodia,Cambodia,NA,Cambodia,NA,NA
13899,3,n1936,Cambodia,NA,NA,Cambodia,NA,NA
13902,3,n19371937,Cambodia,Cambodia,NA,Cambodia,Cambodia,NA
13908,3,n19401940,Cambodia,NA,NA,NA,NA,NA
13910,3,n19411941,Cambodia,Cambodia,Cambodia,Cambodia,NA,Cambodia
13920,3,n19461946,Cambodia,Cambodia,Cambodia,NA,Cambodia,NA
13921,3,n1947,Cambodia,Cambodia,Cambodia,NA,NA,Cambodia
13923,3,n1948,Cambodia,NA,NA,NA,NA,NA
13935,3,n1954,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand
13938,3,n19551955,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand
13939,3,n1956,Thailand,Thailand,NA,NA,NA,NA
13941,3,n1957,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand
13949,3,n1961,Thailand,Thailand,Thailand,Thailand,Thailand,NA
13953,3,n1963,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia
13970,3,n19711971,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia
13975,3,n1974,VietNam,VietNam,VietNam,VietNam,VietNam,VietNam
13977,3,n1975,Thailand,NA,NA,NA,NA,NA
13995,3,n1984,VietNam,VietNam,VietNam,VietNam,VietNam,VietNam
13996,3,n19841984,Thailand,NA,NA,NA,NA,NA
14001,3,n1987,Thailand,Thailand,Thailand,NA,NA,NA
14009,3,n1991,Thailand,Thailand,NA,Thailand,Thailand,Thailand
