c,l,node,Country_Full,Country_Sub1,Country_Sub2,Country_Sub3,Country_Sub4,Country_Sub5
13355,41,n16621662,Philippines,Philippines,NA,NA,NA,Philippines
13560,41,n17651765,Philippines,Philippines,Philippines,Philippines,Philippines,NA
14264,41,n2119,China,NA,NA,NA,NA,NA
14573,41,n22742274,China,NA,NA,NA,NA,NA
14626,41,n2301,China,China,China,China,China,China
10410,40,n186186,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia
11218,40,n590590,Tanzania,NA,NA,NA,NA,NA
11712,40,n837837,Peru,Peru,Peru,Peru,NA,Peru
11792,40,n877877,Brazil,NA,NA,NA,NA,NA
11930,40,n946946,Mexico,Mexico,Mexico,Mexico,Mexico,Mexico
13137,40,n1553,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
13298,40,n1634,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
13561,40,n1766,Philippines,Philippines,Philippines,Philippines,Philippines,NA
14703,40,n2340,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
10717,39,n340,Iran,NA,NA,NA,NA,NA
11713,39,n838,Peru,NA,NA,NA,Peru,NA
12623,39,n12941294,Canada,NA,NA,NA,NA,NA
12755,39,n1361,Canada,NA,NA,NA,NA,NA
13299,39,n16341634,Cameroon,NA,NA,NA,NA,NA
14200,39,n2087,China,NA,NA,NA,NA,NA
14627,39,n23012301,China,NA,NA,NA,NA,NA
10088,38,n2121,Italy,Italy,Italy,Italy,Italy,Italy
10208,38,n8484,Slovenia,Croatia,Croatia,BosniaandHerzegovina,Slovenia,Slovenia
11714,38,n838838,Peru,NA,NA,NA,NA,NA
11782,38,n872872,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
12498,38,n1232,Bhutan,NA,NA,NA,NA,NA
13214,38,n15911591,Mauritania,NA,NA,NA,NA,NA
13377,38,n16731673,Philippines,NA,Philippines,NA,NA,NA
13433,38,n17011701,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
14593,38,n22842284,China,NA,NA,NA,NA,NA
14628,38,n2302,China,NA,NA,NA,NA,NA
14704,38,n23402340,SriLanka,NA,SriLanka,SriLanka,SriLanka,NA
11461,37,n712,Ethiopia,NA,Ethiopia,Ethiopia,NA,NA
11715,37,n839,Peru,Peru,Peru,Peru,Peru,Peru
12577,37,n12711271,Nepal,NA,NA,NA,Nepal,NA
12878,37,n1423,USA,NA,NA,NA,NA,NA
13164,37,n15661566,Mauritania,NA,NA,NA,NA,NA
13300,37,n1635,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon,Cameroon
13378,37,n1674,Philippines,NA,NA,NA,NA,NA
13744,37,n1858,China,NA,NA,NA,NA,NA
14215,37,n20942094,China,NA,NA,NA,NA,NA
10626,36,n294294,Romania,Hungary,Hungary,Romania,Hungary,Hungary
10672,36,n317317,Oman,Oman,Oman,Oman,Oman,Oman
11462,36,n712712,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Ethiopia
12474,36,n1220,Pakistan,NA,NA,NA,NA,NA
12756,36,n13611361,Canada,Canada,Canada,Canada,Canada,Canada
12913,36,n14401440,Greenland,NA,NA,NA,NA,NA
13065,36,n1517,Nigeria,NA,NA,NA,NA,NA
13301,36,n16351635,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
13342,36,n1656,Philippines,NA,NA,NA,NA,NA
14574,36,n2275,China,China,China,China,NA,China
10451,35,n207,Russia,NA,NA,NA,NA,NA
10627,35,n295,Romania,Hungary,Hungary,Romania,Romania,NA
11219,35,n591,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11336,35,n649649,Kenya,NA,NA,NA,NA,NA
11430,35,n696696,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar
11653,35,n808,USA,NA,USA,NA,USA,NA
12475,35,n12201220,India,NA,NA,NA,NA,NA
12812,35,n13891389,Canada,NA,NA,NA,NA,NA
12995,35,n14811481,SouthKorea,NA,NA,NA,NA,NA
13692,35,n1832,China,NA,NA,NA,NA,NA
13722,35,n1847,China,NA,NA,NA,NA,NA
14227,35,n21002100,China,NA,NA,NA,NA,NA
14405,35,n2190,China,NA,NA,NA,NA,NA
10225,34,n9393,Serbia,NA,NA,NA,NA,NA
10595,34,n279,Russia,NA,NA,NA,NA,NA
10909,34,n436,Iraq,NA,NA,NA,NA,NA
11431,34,n697,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar,Madagascar
12645,34,n13051305,Canada,NA,NA,NA,NA,NA
12726,34,n13461346,Canada,NA,NA,Greenland,NA,Greenland
13165,34,n1567,Mauritania,NA,NA,NA,NA,NA
13185,34,n1577,Mauritania,NA,NA,NA,NA,NA
13215,34,n1592,Senegal,Senegal,Senegal,Senegal,Senegal,Senegal
13928,34,n19501950,Cambodia,NA,NA,NA,NA,NA
14216,34,n2095,China,NA,NA,NA,NA,NA
10226,33,n94,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10487,33,n225,Russia,Russia,Russia,Russia,Russia,Russia
10910,33,n436436,Iraq,NA,NA,NA,NA,NA
11337,33,n650,Tanzania,NA,NA,Tanzania,Tanzania,Tanzania
11849,33,n906,Cuba,Cuba,Cuba,NA,Cuba,Cuba
12310,33,n11371137,India,NA,NA,NA,NA,NA
12996,33,n1482,SouthKorea,NA,NA,NA,NA,SouthKorea
13138,33,n15531553,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
13473,33,n1722,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13562,33,n17661766,Philippines,Philippines,Philippines,Philippines,Philippines,NA
13808,33,n1890,Taiwan,Taiwan,NA,Taiwan,NA,Taiwan
14307,33,n2141,China,NA,NA,NA,NA,NA
14327,33,n2151,China,NA,NA,NA,NA,NA
14383,33,n2179,China,NA,NA,NA,NA,NA
14456,33,n22152215,China,NA,NA,NA,NA,NA
14594,33,n2285,China,NA,NA,NA,NA,NA
11615,32,n789,USA,USA,USA,USA,USA,USA
12372,32,n11681168,India,NA,NA,NA,NA,NA
12408,32,n11861186,India,India,India,India,India,India
12476,32,n1221,India,NA,NA,NA,NA,NA
13066,32,n15171517,Nigeria,NA,Nigeria,NA,Nigeria,Nigeria
13563,32,n1767,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13745,32,n18581858,China,NA,NA,NA,NA,NA
13929,32,n1951,Thailand,Thailand,Thailand,Thailand,Thailand,Thailand
14629,32,n23022302,China,China,China,China,China,China
10841,31,n402,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10880,31,n421421,Russia,Georgia,NA,Georgia,Georgia,NA
11463,31,n713,Ethiopia,NA,Ethiopia,Ethiopia,NA,NA
11497,31,n730,Tanzania,NA,NA,Uganda,Uganda,NA
11616,31,n789789,USA,USA,USA,USA,USA,USA
11716,31,n839839,Peru,NA,NA,NA,NA,NA
11736,31,n849849,Brazil,NA,Brazil,Brazil,Brazil,Brazil
12087,31,n10251025,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt
12968,31,n1468,SouthKorea,NA,SouthKorea,SouthKorea,SouthKorea,SouthKorea
13067,31,n1518,Nigeria,NA,NA,NA,NA,NA
13261,31,n1615,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso,BurkinaFaso
13434,31,n1702,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13746,31,n1859,China,NA,NA,NA,NA,NA
14388,31,n21812181,China,NA,NA,NA,NA,NA
14705,31,n2341,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka,SriLanka
10267,30,n115,Hungary,NA,Hungary,NA,Hungary,Hungary
10277,30,n120,Romania,Ukraine,Romania,Poland,Romania,Poland
10434,30,n198198,Mongolia,NA,NA,NA,NA,Russia
10572,30,n267267,Tajikistan,NA,Tajikistan,Tajikistan,Tajikistan,NA
12477,30,n12211221,India,NA,NA,NA,NA,NA
12727,30,n1347,Canada,NA,NA,NA,NA,NA
12879,30,n14231423,Russia,NA,NA,USA,USA,NA
12969,30,n14681468,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea
12997,30,n14821482,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea,SouthKorea
13186,30,n15771577,Mauritania,NA,NA,NA,NA,NA
13216,30,n15921592,Senegal,Senegal,Senegal,Senegal,NA,Senegal
14083,30,n20282028,China,NA,NA,NA,NA,NA
10167,29,n63,Serbia,NA,NA,NA,NA,NA
10245,29,n104,Romania,NA,Hungary,Ukraine,NA,NA
10545,29,n254,Russia,NA,NA,NA,NA,NA
10628,29,n295295,Hungary,NA,NA,NA,NA,NA
12088,29,n1026,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt
12409,29,n1187,India,NA,NA,NA,NA,NA
12483,29,n12241224,Pakistan,Nepal,NA,NA,NA,Nepal
12693,29,n1330,Canada,NA,NA,NA,Greenland,Greenland
12728,29,n13471347,Canada,Canada,NA,Greenland,Greenland,NA
12757,29,n1362,Canada,NA,NA,NA,NA,NA
12934,29,n1451,Russia,NA,NA,NA,NA,NA
13102,29,n15351535,Nigeria,NA,NA,NA,NA,NA
13139,29,n1554,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
13217,29,n1593,Senegal,Senegal,NA,Senegal,Senegal,Senegal
13413,29,n16911691,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
10278,28,n120120,Romania,Ukraine,Romania,Poland,Romania,Poland
10348,28,n155155,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine,Ukraine
10435,28,n199,Russia,NA,NA,NA,NA,NA
10546,28,n254254,Russia,Russia,Russia,Russia,Russia,Russia
11401,28,n682,Zambia,Zambia,Zambia,Zambia,Zambia,Zambia
11737,28,n850,Brazil,NA,NA,NA,NA,NA
12064,28,n1014,USA,USA,USA,USA,USA,USA
12758,28,n13621362,Canada,Canada,Canada,Canada,Canada,Canada
12914,28,n1441,Greenland,NA,NA,NA,NA,NA
13414,28,n1692,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13586,28,n17781778,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13723,28,n18471847,China,NA,NA,NA,NA,NA
14265,28,n21192119,China,NA,NA,NA,NA,NA
14630,28,n2303,China,NA,NA,NA,NA,NA
14658,28,n2317,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia,Indonesia
14775,28,n2376,India,NA,NA,NA,NA,NA
10209,27,n85,Croatia,Croatia,Croatia,Croatia,Croatia,Croatia
10268,27,n115115,Hungary,Hungary,Hungary,Hungary,Hungary,Hungary
11152,27,n557557,Namibia,NA,Zambia,NA,Namibia,Namibia
11498,27,n730730,Tanzania,NA,NA,NA,NA,NA
11534,27,n748748,Algeria,Algeria,Algeria,Algeria,Algeria,Algeria
11931,27,n947,Mexico,Mexico,Mexico,NA,NA,NA
12180,27,n1072,SouthAfrica,NA,SouthAfrica,NA,SouthAfrica,NA
12311,27,n1138,India,NA,India,India,India,India
14457,27,n2216,China,NA,NA,NA,NA,NA
10436,26,n199199,Russia,Russia,NA,Russia,NA,Russia
11043,26,n503,SouthAfrica,NA,NA,NA,NA,NA
11338,26,n650650,Tanzania,Tanzania,NA,Tanzania,Tanzania,Tanzania
11468,26,n715715,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Ethiopia,Ethiopia
11535,26,n749,Algeria,Algeria,Algeria,Algeria,Algeria,Algeria
11589,26,n776,Ghana,Ghana,Ghana,Ghana,Ghana,Ghana
11717,26,n840,Peru,NA,NA,NA,NA,NA
11932,26,n947947,Mexico,NA,NA,NA,NA,NA
12089,26,n10261026,Egypt,NA,Egypt,Egypt,Egypt,Egypt
12181,26,n10721072,SouthAfrica,NA,SouthAfrica,SouthAfrica,NA,NA
12561,26,n12631263,Pakistan,NA,NA,Pakistan,Pakistan,Pakistan
12864,26,n1416,Russia,NA,NA,NA,NA,NA
12915,26,n14411441,Canada,NA,NA,NA,NA,NA
12998,26,n1483,SouthKorea,SouthKorea,SouthKorea,NA,SouthKorea,SouthKorea
13564,26,n17671767,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
10077,25,n16,Italy,NA,NA,NA,NA,NA
10132,25,n45,Poland,Poland,NA,NA,NA,Poland
10227,25,n9494,Serbia,NA,NA,NA,NA,NA
11077,25,n520,SouthAfrica,NA,NA,NA,NA,NA
11153,25,n558,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11192,25,n577577,CentralAfricanRepublic,NA,CentralAfricanRepublic,NA,NA,NA
11276,25,n619619,Tanzania,NA,NA,NA,NA,NA
11339,25,n651,Tanzania,NA,NA,Tanzania,NA,Tanzania
11402,25,n682682,Zambia,NA,NA,Zambia,NA,NA
11738,25,n850850,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11793,25,n878,Brazil,NA,NA,NA,NA,NA
11983,25,n973,USA,USA,USA,USA,USA,USA
12065,25,n10141014,USA,USA,USA,USA,USA,USA
12269,25,n1117,India,NA,NA,NA,NA,NA
12528,25,n1247,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan
12562,25,n1264,Pakistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan,Afghanistan
13103,25,n1536,Nigeria,NA,NA,Nigeria,Nigeria,Nigeria
14084,25,n2029,China,NA,NA,NA,NA,NA
14328,25,n21512151,China,NA,NA,NA,NA,NA
14458,25,n22162216,China,NA,NA,NA,NA,NA
14498,25,n2237,China,NA,NA,NA,NA,NA
14575,25,n22752275,China,NA,NA,NA,NA,NA
14706,25,n23412341,SriLanka,NA,NA,NA,NA,NA
14776,25,n23762376,India,India,India,India,India,India
10452,24,n207207,Russia,NA,NA,NA,NA,NA
10596,24,n279279,Russia,NA,NA,NA,NA,NA
10847,24,n405,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
10933,24,n448,Grenada,Grenada,Grenada,Grenada,Grenada,Grenada
11512,24,n737737,Sudan,Sudan,Sudan,Sudan,Sudan,Sudan
11568,24,n765765,Cameroon,NA,NA,NA,NA,NA
11850,24,n906906,Cuba,Cuba,Cuba,NA,Cuba,Cuba
11933,24,n948,Mexico,NA,NA,NA,NA,NA
12121,24,n10421042,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12270,24,n11171117,India,NA,NA,NA,NA,NA
12312,24,n11381138,India,NA,NA,NA,NA,NA
12759,24,n1363,Canada,Canada,Canada,Canada,Canada,Canada
12916,24,n1442,Canada,NA,NA,Greenland,NA,NA
12935,24,n14511451,USA,NA,NA,NA,NA,NA
13855,24,n19131913,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
13913,24,n1943,Cambodia,Cambodia,Cambodia,NA,Cambodia,Cambodia
13980,24,n19761976,Cambodia,NA,NA,NA,NA,NA
14123,24,n20482048,China,NA,NA,NA,NA,NA
14266,24,n2120,China,China,China,China,China,China
10133,23,n4545,Poland,NA,NA,NA,Poland,NA
10228,23,n95,Serbia,NA,NA,NA,NA,NA
10390,23,n176176,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia,Mongolia
10784,23,n373373,Israel,Israel,Israel,Israel,Israel,Israel
10842,23,n402402,Turkey,Turkey,NA,Turkey,Turkey,Turkey
10934,23,n448448,Grenada,Grenada,Grenada,Grenada,Grenada,Grenada
11012,23,n487487,Namibia,Namibia,Namibia,Namibia,Namibia,Namibia
11044,23,n503503,SouthAfrica,NA,NA,NA,NA,NA
11193,23,n578,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11472,23,n717717,Ethiopia,Ethiopia,Ethiopia,Ethiopia,NA,Ethiopia
11499,23,n731,Tanzania,Kenya,NA,NA,Kenya,NA
11513,23,n738,Sudan,NA,Sudan,Sudan,Sudan,Sudan
11536,23,n749749,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia
12043,23,n1003,USA,USA,USA,USA,USA,USA
12122,23,n1043,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12141,23,n10521052,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica,SouthAfrica
12484,23,n1225,India,NA,NA,NA,NA,NA
12519,23,n12421242,India,NA,NA,NA,NA,NA
12548,23,n1257,Afghanistan,Afghanistan,Afghanistan,unresolved,India,India
13104,23,n15361536,Cameroon,Cameroon,Cameroon,Nigeria,Cameroon,Nigeria
13278,23,n1624,Niger,NA,NA,Niger,NA,NA
13415,23,n16921692,Philippines,NA,NA,NA,NA,NA
13536,23,n17531753,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13832,23,n1902,Taiwan,Taiwan,NA,Taiwan,Taiwan,Taiwan
13886,23,n19291929,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia,Cambodia
14019,23,n1996,Laos,Laos,Laos,Laos,Laos,Laos
14545,23,n22602260,China,NA,NA,NA,NA,NA
14606,23,n2291,China,NA,NA,NA,NA,NA
14677,23,n2327,China,China,NA,China,China,China
10573,22,n268,Tajikistan,Tajikistan,NA,NA,NA,Tajikistan
10843,22,n403,Israel,Israel,NA,Israel,Israel,Israel
10935,22,n449,Grenada,Grenada,Grenada,Grenada,Grenada,Grenada
11154,22,n558558,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo,DemocraticRepublicoftheCongo
11242,22,n602602,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11252,22,n607607,Tanzania,NA,NA,Tanzania,Tanzania,Tanzania
11617,22,n790,USA,NA,NA,USA,USA,NA
11756,22,n859859,Brazil,Brazil,Brazil,Brazil,Brazil,Brazil
11794,22,n878878,Brazil,Brazil,Brazil,Brazil,NA,Brazil
11934,22,n948948,Mexico,NA,NA,NA,NA,NA
11999,22,n981,CzechRepublic,NA,NA,NA,NA,NA
12248,22,n1106,India,India,India,India,India,India
12313,22,n1139,India,NA,NA,NA,NA,NA
12383,22,n1174,India,NA,NA,NA,NA,NA
12694,22,n13301330,Canada,NA,NA,NA,NA,NA
12813,22,n1390,Canada,NA,NA,NA,NA,NA
12856,22,n14111411,USA,NA,NA,NA,NA,NA
12898,22,n1433,Greenland,NA,NA,Canada,NA,NA
13121,22,n1545,Chad,NA,NA,NA,NA,NA
13416,22,n1693,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13537,22,n1754,Philippines,Philippines,Philippines,Philippines,Philippines,Philippines
13930,22,n19511951,Thailand,NA,NA,NA,NA,NA
14595,22,n22852285,China,NA,NA,NA,NA,NA
14607,22,n22912291,China,NA,NA,NA,NA,NA
14777,22,n2377,India,India,India,India,India,NA
10104,21,n30,Italy,Italy,Italy,Italy,Italy,Italy
10179,21,n6969,Serbia,Serbia,Serbia,Serbia,Serbia,Serbia
10279,21,n121,Romania,Ukraine,Romania,Poland,Romania,Poland
10349,21,n156,Romania,Romania,Romania,Romania,Romania,Romania
10488,21,n225225,Russia,Russia,Russia,Russia,Russia,Russia
10547,21,n255,Russia,NA,NA,NA,NA,NA
10629,21,n296,Hungary,NA,NA,NA,NA,NA
10848,21,n405405,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey
11078,21,n520520,SouthAfrica,NA,NA,NA,NA,NA
11194,21,n578578,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic,CentralAfricanRepublic
11243,21,n603,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania,Tanzania
11537,21,n750,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia,Tunisia
11569,21,n766,Cameroon,Cameroon,NA,NA,NA,NA
11654,21,n808808,USA,NA,NA,NA,NA,NA
12000,21,n981981,CzechRepublic,NA,NA,NA,NA,NA
12008,21,n985985,France,NA,NA,NA,NA,NA
12090,21,n1027,Egypt,Egypt,Egypt,Egypt,Egypt,Egypt
12182,21,n1073,SouthAfrica,SouthAfrica,SouthAfrica,NA,NA,NA
12283,21,n1124,India,NA,NA,NA,NA,NA
12359,21,n1162,India,NA,NA,NA,NA,NA
12384,21,n11741174,India,NA,NA,NA,NA,NA
12499,21,n12321232,Bhutan,Bangladesh,Bangladesh,Bangladesh,Bangladesh,Bangladesh
12624,21,n1295,Canada,NA,NA,NA,NA,Canada
12671,21,n1319,Canada,NA,NA,NA,NA,NA
12814,21,n13901390,Canada,NA,NA,Canada,NA,NA
12857,21,n1412,USA,NA,NA,NA,NA,NA
12977,21,n14721472,SouthKorea,SouthKorea,SouthKorea,NA,SouthKorea,NA
13007,21,n14871487,SouthKorea,SouthKorea,NA,SouthKorea,SouthKorea,NA
13068,21,n15181518,Nigeria,NA,NA,NA,NA,NA
13856,21,n1914,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan,Taiwan
