node	British Empire	French Empire	Non-colonial	Portugese Empire	Russian Empire	Spainish Empire
n1990	1.3000883373067348e-05	0.999966754585713	1.519481447048501e-05	2.6611891678159683e-07	3.0258832150421915e-06	1.7577143115203582e-06
n1991	0.0013978413504008532	0.05450169742219129	0.9435575210112378	2.8612826843915344e-05	0.0003253397899292042	0.0001889875993970205
n1992	0.0	0.0	1.0	0.0	0.0	0.0
KY678616	0.0	0.0	1.0	0.0	0.0	0.0
KY678633	0.0	0.0	1.0	0.0	0.0	0.0
KY678625	0.0	0.0	1.0	0.0	0.0	0.0
AB981676	0.0	1.0	0.0	0.0	0.0	0.0
AB981674	0.0	1.0	0.0	0.0	0.0	0.0
n19971997	8.674867146835234e-12	0.9999999999785848	9.370831219613038e-12	1.7756841748017647e-13	2.0190270593045904e-12	1.1728386409021366e-12
EU086152	0.0	1.0	0.0	0.0	0.0	0.0
KU055499	0.0	1.0	0.0	0.0	0.0	0.0
KU055592	0.0	1.0	0.0	0.0	0.0	0.0
KU055498	0.0	1.0	0.0	0.0	0.0	0.0
EU086195	0.0	1.0	0.0	0.0	0.0	0.0
EU086193	0.0	1.0	0.0	0.0	0.0	0.0
KX148255	0.0	1.0	0.0	0.0	0.0	0.0
EU086213	0.0	1.0	0.0	0.0	0.0	0.0
AB981665	0.0	1.0	0.0	0.0	0.0	0.0
AB981664	0.0	1.0	0.0	0.0	0.0	0.0
AB981668	0.0	1.0	0.0	0.0	0.0	0.0
AB981666	0.0	1.0	0.0	0.0	0.0	0.0
AB981672	0.0	1.0	0.0	0.0	0.0	0.0
AB981670	0.0	1.0	0.0	0.0	0.0	0.0
AB981675	0.0	1.0	0.0	0.0	0.0	0.0
AB981667	0.0	1.0	0.0	0.0	0.0	0.0
AB981671	0.0	1.0	0.0	0.0	0.0	0.0
AB981673	0.0	1.0	0.0	0.0	0.0	0.0
n2001	0.9924723018947865	0.005790701560010789	0.0013045782511606795	2.2788346277763187e-05	0.0002591130135873291	0.00015051693417684285
n2003	3.825623704464151e-06	0.9911081934345938	0.008887471599612657	2.6842209860505963e-08	3.052071353853916e-07	1.7729274393600287e-07
FJ594278	1.0	0.0	0.0	0.0	0.0	0.0
n20042004	2.4319434853868474e-08	7.77885474481325e-09	0.9999999584594618	4.976043765740951e-10	5.657969561189105e-09	3.286674788231398e-09
DQ275542	0.0	0.0	1.0	0.0	0.0	0.0
DQ275544	0.0	0.0	1.0	0.0	0.0	0.0
AB614376	0.0	0.0	1.0	0.0	0.0	0.0
AB614375	0.0	0.0	1.0	0.0	0.0	0.0
AB614378	0.0	0.0	1.0	0.0	0.0	0.0
AB628211	0.0	0.0	1.0	0.0	0.0	0.0
AB614377	0.0	0.0	1.0	0.0	0.0	0.0
EU086170	0.0	1.0	0.0	0.0	0.0	0.0
KM366268	0.0	1.0	0.0	0.0	0.0	0.0
n20102010	1.1377984565966767e-06	3.1618186381639275e-07	0.9999981040835835	2.3289932517473048e-08	2.6481625859733414e-07	1.538299050754429e-07
EU086208	0.0	0.0	1.0	0.0	0.0	0.0
n2025	0.9999996998585904	4.775497462071092e-08	1.8563605886367657e-07	3.517628311423276e-09	3.999690286214545e-08	2.3235845019742525e-08
n2094	0.9999673111182037	5.20109651306112e-06	2.0218020554355884e-05	3.8311242944005396e-07	4.356148310449091e-06	2.5305039889071247e-06
n2112	0.9999999996649478	1.1591790384230448e-11	4.5060316736011853e-11	8.538505225792559e-13	9.708637009626684e-12	2.6783758639722993e-10
EU004780	1.0	0.0	0.0	0.0	0.0	0.0
n21152115	0.9999702296752504	1.341503721014288e-06	5.214775333838773e-06	9.881507646897547e-08	1.123568684619194e-06	2.199166193364851e-05
KU888643	0.0	0.0	0.0	0.0	0.0	1.0
EU086188	1.0	0.0	0.0	0.0	0.0	0.0
EU086148	1.0	0.0	0.0	0.0	0.0	0.0
n21662166	0.9998954267280337	1.6638577074555617e-05	6.467849470661169e-05	1.2255965005553974e-06	1.3935544020301992e-05	8.095059664347572e-06
EU159380	1.0	0.0	0.0	0.0	0.0	0.0
EU086141	1.0	0.0	0.0	0.0	0.0	0.0
EU086140	1.0	0.0	0.0	0.0	0.0	0.0
n2177	0.999909441471837	1.2375499842410793e-09	9.055556085502447e-05	9.115785100804739e-11	1.0365028334717859e-09	6.020972175290605e-10
n2211	1.0	0.0	0.0	0.0	0.0	0.0
n2212	0.9999996979609975	4.6242280049368906e-08	1.9116260641824367e-07	3.4062033281005702e-09	3.8729954270703394e-08	2.2497958469511035e-08
n2224	6.8170866604889544e-40	5.00181144818343e-41	1.0	3.6843310457755957e-42	4.1892382566778033e-41	2.433499085975356e-41
n22292229	0.0015137534810921022	1.1050764227072224e-05	0.9984597497953351	8.139985711803554e-07	9.255503680049905e-06	5.376457094494461e-06
JN974826	1.0	0.0	0.0	0.0	0.0	0.0
n2266	0.9999998723355071	2.0312604410611593e-08	7.896039853421946e-08	1.4962251141584829e-09	1.701270437145349e-08	9.882560504145883e-09
KU055506	1.0	0.0	0.0	0.0	0.0	0.0
KT894576	1.0	0.0	0.0	0.0	0.0	0.0
KT221130	1.0	0.0	0.0	0.0	0.0	0.0
EU086136	1.0	0.0	0.0	0.0	0.0	0.0
n23412341	1.0	1.22489336834702e-20	4.7614804370470726e-20	9.02255655079637e-22	1.0259023580134944e-20	5.9593947576178904e-21
n2348	0.9999999351829533	1.031299303832239e-08	4.008929745912619e-08	7.596543936049094e-10	8.637587686893474e-09	5.0175140331494115e-09
n23502350	1.0	1.22489336834702e-20	4.7614804370470726e-20	9.02255655079637e-22	1.0259023580134944e-20	5.9593947576178904e-21
n23512351	0.9999991802035725	1.3043721199950183e-07	5.070435102744676e-07	9.607996516316377e-09	1.0924693268898826e-07	6.346077605409184e-08
n2354	1.0	0.0	0.0	0.0	0.0	0.0
LC110314	1.0	0.0	0.0	0.0	0.0	0.0
AB817086	1.0	0.0	0.0	0.0	0.0	0.0
AB638769	1.0	0.0	0.0	0.0	0.0	0.0
LC110309	1.0	0.0	0.0	0.0	0.0	0.0
LC110316	1.0	0.0	0.0	0.0	0.0	0.0
LC110291	1.0	0.0	0.0	0.0	0.0	0.0
AB817092	1.0	0.0	0.0	0.0	0.0	0.0
AB817082	1.0	0.0	0.0	0.0	0.0	0.0
n23572357	0.9999999995044021	7.885421711980396e-11	3.0652693687230245e-10	5.808396482645039e-12	6.604389359351678e-11	3.836443402040612e-11
n2358	0.999998841970778	1.8425318535580457e-07	7.162402542183752e-07	1.3572077598726407e-08	1.5432018999588964e-07	8.964351471390268e-08
n23592359	0.9999965004165061	5.568161787154229e-07	2.164489914385487e-06	4.101504335547139e-08	4.663581708300833e-07	2.7090418661270977e-07
LC110313	1.0	0.0	0.0	0.0	0.0	0.0
n2362	0.9999999430862648	9.055502917668726e-09	3.520110493233305e-08	6.670277534511104e-10	7.584384107468277e-09	4.405715469581986e-09
LC110321	1.0	0.0	0.0	0.0	0.0	0.0
n23632363	0.9999997760271523	3.56361565112645e-08	1.3852704771266416e-07	2.624956961027672e-09	2.9846856828672724e-08	1.73378295436011e-08
AB817099	1.0	0.0	0.0	0.0	0.0	0.0
AB817117	1.0	0.0	0.0	0.0	0.0	0.0
AB817105	1.0	0.0	0.0	0.0	0.0	0.0
n66	0.012465026932673392	0.017678764145695802	0.9135253794117676	6.153240683309084e-05	0.05430576438932849	0.001963532713701455
n401	0.00038444126276047913	0.00013895290070290237	0.9992237230840246	7.352703136407411e-06	0.00019206014789853435	5.346990147707066e-05
JF973749	0.0	0.0	1.0	0.0	0.0	0.0
JF973781	0.0	0.0	1.0	0.0	0.0	0.0
KX148104	0.0	0.0	1.0	0.0	0.0	0.0
MG458309	0.0	0.0	1.0	0.0	0.0	0.0
n419419	2.6741405042071078e-05	7.468126453193822e-06	0.9999554038047347	5.473651043497027e-07	6.223788024162834e-06	3.6155106415543076e-06
n445445	1.5499971318637774e-06	4.7418610953187126e-07	0.9999973738414359	3.1712526889945485e-08	3.606060716065974e-07	2.0965672423191123e-07
n447	2.0916541711573152e-05	5.817848320093552e-06	0.9999651413540885	4.281450382819515e-07	4.868190521971982e-06	2.827920319598203e-06
JF508180	0.0	1.0	0.0	0.0	0.0	0.0
KP723610	0.0	0.0	1.0	0.0	0.0	0.0
KP723613	0.0	0.0	1.0	0.0	0.0	0.0
n448	0.9953027553333342	0.0007625570005188756	0.003090283945223622	3.780470314998812e-05	0.00044238169659765526	0.00036421732117575164
MK534451	0.0	0.0	1.0	0.0	0.0	0.0
n455455	0.7926529380321562	0.19467710490475656	0.009178334363995174	0.00013139241307794309	0.001658908559784404	0.0017013217262298733
n693	0.9895949680551497	0.005402099113736346	0.0036700451239313646	6.74927064436548e-05	0.0007760406410885136	0.0004893543596502332
n697	0.0	1.0	0.0	0.0	0.0	0.0
KC787072	0.0	1.0	0.0	0.0	0.0	0.0
n705	0.3354631690850396	0.6225120731057336	0.012386259039872883	0.00016382646878245475	0.006030176157308928	0.023444496143262456
n746746	0.32369758538081145	0.6379300386613364	0.01158263047495979	0.0001437088811221491	0.014146667617704847	0.01249936898406524
n762762	0.3712690440742581	0.5894243479219226	0.02442337081905027	0.00042953331433354276	0.009141196176488679	0.005312507693946837
n783	0.4697497746533421	0.460930937529982	0.02655247731193651	0.00042477714297515867	0.033704887732111076	0.008637145629653077
n787787	0.9990726887707143	0.00015555386267739814	0.0004932439941896209	9.119722798337134e-06	0.00010068626522131934	0.00016870738439903412
JX855994	1.0	0.0	0.0	0.0	0.0	0.0
n808	0.9798156907636472	0.0037381556628473664	0.0072045887860088505	0.0001216094396901775	0.0011849280085017096	0.007935027339304826
n821821	0.9790282473046996	0.0035749031567910844	0.0105841338433964	0.00019381802958745107	0.0021143540451491194	0.00450454362037634
n829829	0.00040562618875706425	0.008044203731628735	0.9721075832709267	0.01644985338226976	0.002937878619515861	5.4854806901912766e-05
n833	0.0	0.0	1.0	0.0	0.0	0.0
n834834	0.0	1.0	0.0	0.0	0.0	0.0
n836	0.00021739131737103052	0.008910662817024377	0.00023483210857430225	4.449847075016868e-06	5.059661949867545e-05	0.9905820672904566
MK887203	0.0	0.0	0.0	0.0	0.0	1.0
n840	1.1881002592941442e-07	3.301601486920677e-08	1.283418711741519e-07	2.4508902130649477e-09	2.765237188192473e-08	0.999999689728826
n843843	3.2340591396488355e-15	8.987098874210001e-16	3.4935200549339716e-15	0.9999999999999347	7.527092696262087e-16	5.702244126840003e-14
MW302194	0.0	0.0	0.0	0.0	0.0	1.0
MW302193	0.0	0.0	0.0	0.0	0.0	1.0
EU530699	0.0	0.0	0.0	0.0	0.0	1.0
FJ228499	0.0	0.0	0.0	0.0	0.0	1.0
KU938829	0.0	0.0	0.0	0.0	0.0	1.0
KU938752	0.0	0.0	0.0	0.0	0.0	1.0
n850	1.6980338662945463e-08	4.718651573533414e-09	1.8342631070768828e-08	0.9999999537105642	3.952079340967225e-09	2.295735137229617e-09
n858858	3.85850594632558e-08	1.0722368685639767e-08	4.1680647519854856e-08	0.9999998948147816	8.980457893189844e-09	5.216684928379926e-09
n860	0.0	0.0	0.0	1.0	0.0	0.0
n862862	0.0	0.0	0.0	1.0	0.0	0.0
n863	4.761737458186413e-10	1.3232350894659233e-10	5.143760391656589e-10	0.9999999987019214	1.1082678978997433e-10	6.437850395011036e-11
KR781565	0.0	0.0	0.0	1.0	0.0	0.0
KU938904	0.0	0.0	0.0	0.0	0.0	1.0
KR781569	0.0	0.0	0.0	1.0	0.0	0.0
n864	1.4609622916839199e-08	4.059855432429692e-09	1.578171840773383e-08	0.9999999601732794	3.400308442312948e-09	1.9752152969762693e-09
n866	0.0	0.0	0.0	1.0	0.0	0.0
n867867	5.761688987214865e-09	1.601110751985038e-09	6.223935666664226e-09	0.9999999842932853	1.3410010522931663e-09	7.789780974668741e-10
n869869	0.0	0.0	0.0	1.0	0.0	0.0
n870870	5.5057251023600455e-12	1.529981170185138e-12	5.94743640478433e-12	0.9999999999849911	1.2814268823472698e-12	7.443718780406055e-13
KR781602	0.0	0.0	0.0	1.0	0.0	0.0
GU646814	0.0	0.0	0.0	1.0	0.0	0.0
GU646798	0.0	0.0	0.0	1.0	0.0	0.0
GU646833	0.0	0.0	0.0	1.0	0.0	0.0
n874874	1.9152848697623138e-20	5.322368494238264e-21	2.0689436413401637e-20	1.0	4.457718955630795e-21	2.5894601554044723e-21
JN106462	0.0	0.0	0.0	1.0	0.0	0.0
JN106463	0.0	0.0	0.0	1.0	0.0	0.0
JN106461	0.0	0.0	0.0	1.0	0.0	0.0
n877	4.748970659958026e-07	1.319687334947021e-07	5.129969343219972e-07	0.9999987054017179	1.1052964966086454e-07	6.420589871208142e-08
n892892	1.4341846824917343e-06	3.9854433663971737e-07	1.5492459272142089e-06	0.9999960903253327	3.337985046626695e-07	1.939012162524341e-07
n894	1.3280240914749522e-06	3.690434621661381e-07	1.434568323196386e-06	0.9999963797255682	3.090902178338799e-07	1.7954833711334475e-07
GU123661	0.0	0.0	0.0	1.0	0.0	0.0
n895895	1.0036281585048378e-08	2.7889735790164706e-09	1.0841468718086926e-08	0.9999999726404861	2.3358886945490893e-09	1.3569013399118353e-09
n896896	6.001814197322321e-07	1.6678389382207271e-07	6.48332555445227e-07	0.9999983638689521	1.3968888588370726e-07	8.114429292613231e-08
KR781592	0.0	0.0	0.0	1.0	0.0	0.0
KR781591	0.0	0.0	0.0	1.0	0.0	0.0
n903	1.6367508530720696e-14	4.548031750006752e-15	1.7679213274087522e-14	3.350300200759991e-16	3.809138133824808e-15	0.9999999999999574
n941	3.588055113214224e-05	9.970815212796258e-06	3.875916288224243e-05	7.344495973261577e-07	8.350998627683433e-06	0.9999063040225479
n944944	4.859876874305353e-06	1.3505068172381184e-06	5.24977263928694e-06	9.94782543269962e-08	1.1311091573907758e-06	0.9999873092562575
n960960	3.190040562126735e-05	8.864775085299262e-06	3.445969552144502e-05	6.529788194865972e-07	7.424640997724631e-06	0.9999166975039547
n963963	0.0004396217755983013	2.0927892279555643e-05	8.135212173181124e-05	1.5415550539746758e-06	1.7528021195964857e-05	0.9994390286341405
n966	0.0	0.0	0.0	0.0	0.0	1.0
n967	5.644953774188703e-06	1.3908782947576508e-06	5.406707135927037e-06	1.0245201223646149e-07	1.1649220593627367e-06	0.9999862900867235
n967967	0.008019740550266876	0.0001863827149144325	0.0007245182839465658	1.3728939613131199e-05	0.00015610376337907837	0.99089952574788
n969969	0.9999961115373113	1.438632174922432e-07	5.592335115731736e-07	1.0597005011752533e-08	1.2049171759093282e-07	3.054277236936849e-06
n973	0.9998245270893298	8.608754704107252e-10	3.3464475767918637e-09	6.341205883438453e-11	7.210212229207113e-10	0.00017546791891398077
n978	6.891442990728422e-07	1.9145340039114463e-07	7.44229240046347e-07	1.4102461699617893e-08	1.6035065878095205e-07	0.9999982007199401
FJ228531	0.0	0.0	0.0	0.0	0.0	1.0
n981981	0.0	0.0	1.0	0.0	0.0	0.0
n987	0.0	1.0	0.0	0.0	0.0	0.0
n992	0.9287695990021458	0.050233051907155636	0.01875065453176139	5.850098156233073e-05	0.0006643797874541659	0.001523813789920622
n996996	0.9955453050415102	0.001201075535928077	0.0015802929531140127	2.884169626471942e-05	0.0003271487756395957	0.0013173359975434617
n997997	0.8020316540655362	0.18668344155780958	0.004213968035654905	7.430373902005045e-05	0.0008408760831672631	0.006155756518812057
n1001	5.958986856871273e-06	1.6475014137013596e-06	6.304772198830246e-06	1.194928456228727e-07	1.3578016628154639e-06	0.9999846114450222
n1002	0.0	0.0	0.0	0.0	0.0	1.0
KJ001520	0.0	0.0	0.0	0.0	0.0	1.0
KJ001530	0.0	0.0	0.0	0.0	0.0	1.0
GU991846	0.0	0.0	0.0	0.0	0.0	1.0
n10041004	0.9969597682482151	0.00012593938179338422	0.000489540360433849	9.277032632139412e-06	0.00010547558390578462	0.0023099993930195896
n10061006	0.20136892015015775	0.00021046995057972525	0.0008174346151522329	1.55163233046763e-05	0.00017611797322868736	0.797411540987577
n1008	0.999968630159952	3.921875261990751e-06	1.5245293235992331e-05	2.8888617738599756e-07	3.2847305199436374e-06	8.629054852824123e-06
n10091009	1.0	0.0	0.0	0.0	0.0	0.0
KC791818	1.0	0.0	0.0	0.0	0.0	0.0
n10111011	1.0	0.0	0.0	0.0	0.0	0.0
n1012	0.9891650715889254	0.0002061133754087451	0.0008011014073438838	1.5184404122130771e-05	0.00017260339286080304	0.009639925831338972
n1017	0.9999368092565865	8.307106298335147e-06	4.231234946797167e-05	6.179294647572149e-07	6.955858444808128e-06	4.997499737668335e-06
KC792084	1.0	0.0	0.0	0.0	0.0	0.0
JQ513549	1.0	0.0	0.0	0.0	0.0	0.0
DQ275556	1.0	0.0	0.0	0.0	0.0	0.0
DQ275543	0.0	0.0	1.0	0.0	0.0	0.0
n10291029	1.0	0.0	0.0	0.0	0.0	0.0
HG764581	1.0	0.0	0.0	0.0	0.0	0.0
MT036066	1.0	0.0	0.0	0.0	0.0	0.0
KP119663	1.0	0.0	0.0	0.0	0.0	0.0
KP119662	1.0	0.0	0.0	0.0	0.0	0.0
n10321032	0.9999989127874533	1.7298559009740792e-07	6.724401683409958e-07	1.2742107456883204e-08	1.4488308067748695e-07	8.416160016085701e-08
MK760770	1.0	0.0	0.0	0.0	0.0	0.0
MK760769	1.0	0.0	0.0	0.0	0.0	0.0
MW055131	1.0	0.0	0.0	0.0	0.0	0.0
n10441044	0.9999999599419777	6.373602736761665e-09	2.47758584778317e-08	4.69479161295049e-10	5.338174118379748e-09	3.100907860074696e-09
n1047	0.9999999984362037	2.488144631994578e-10	9.67206805034135e-10	1.8327657108068023e-11	2.083931147101103e-10	1.210541078284361e-10
